Rmax_OHS,OHS-AND_SUB,Rmax_OHS,OHS-OR_SUB,PossRmax_OHS,OHS-PossAND_SUB,PossRmax_OHS,OHS-PossOR_SUB
0.8674056553,nan,0.8674056553,0.8851639646,0.9089389589,0.8506077525,0.9089389589,0.9072084778
0.8764781919,nan,0.8764781919,0.8978950572000001,0.9248724817,0.75,0.9248724817,0.9093374502
0.8256770323,nan,0.8256770323,0.839867761,0.9185695175,0.8357523477000001,0.9185695175,0.9069615662
0.8379074251,nan,0.8379074251,0.8713474209000001,0.9113797132,0.7964904909,0.9113797132,0.928691833
0.8683912635000001,nan,0.8683912635000001,0.89677003,0.9011163781,0.7185463541,0.9011163781,0.9246247455000001
0.8683912635000001,nan,0.8683912635000001,0.8881922484,0.9107897608000001,0.6562657891,0.9107897608000001,0.919009858
0.8936629299000001,nan,0.8936629299000001,0.9047672699,0.9010448474,0.7185463541,0.9010448474,0.9347232358
0.8683912635000001,nan,0.8683912635000001,0.8587005592,0.9188503857,0.8180073353,0.9188503857,0.9114570929
0.8944624103000001,nan,0.8944624103000001,0.8994204793,0.9005768916,0.7364516253000001,0.9005768916,0.9025644489
0.8772759226,nan,0.8772759226,0.8891141413,0.9131386329000001,0.75,0.9131386329000001,0.8853477217
0.8764781919,nan,0.8764781919,0.8864091219,0.9248724817,0.7966576245,0.9248724817,0.9143262747
0.8674056553,nan,0.8674056553,0.8501506215,0.9185695175,0.7676280165,0.9185695175,0.9239632316
0.8674056553,nan,0.8674056553,0.8938220024,0.9113797132,0.7767760612,0.9113797132,0.9262411524
0.8598532773,nan,0.8598532773,0.8879745356000001,0.9107897608000001,0.8506077525,0.9107897608000001,0.9136562133
0.8936629299000001,nan,0.8936629299000001,0.8985564361,0.9011163781,0.7924079021,0.9011163781,0.9084615810000001
0.8521043315,nan,0.8521043315,0.8517149662,0.9188503857,0.8664060697,0.9188503857,0.9219767887
0.8944624103000001,nan,0.8944624103000001,0.9090000806,0.9011163781,0.8506077525,0.9011163781,0.912273749
0.8772759226,nan,0.8772759226,0.8988296597000001,0.9131386329000001,0.8277293768,0.9131386329000001,0.9032753884
0.8936629299000001,nan,0.8936629299000001,0.9082118143000001,0.9107897608000001,0.8506077525,0.9107897608000001,0.9319956278
0.8764781919,nan,0.8764781919,0.8749613766000001,0.9248724817,0.7588769229,0.9248724817,0.9244031501000001
0.8598532773,nan,0.8598532773,0.8695023107000001,0.9188503857,0.8337721419,0.9188503857,0.9253595088000001
0.8764781919,nan,0.8764781919,0.8577843201,0.9248724817,0.9052427574,0.9248724817,0.9175905398
0.8944624103000001,0.8357523477000001,0.8944624103000001,0.9068442424000001,0.9107897608000001,0.8164800159000001,0.9107897608000001,0.9147462419
0.8772759226,nan,0.8772759226,0.8716500188,0.9131386329000001,0.75,0.9131386329000001,0.9038020977000001
0.8936629299000001,nan,0.8936629299000001,0.8816051134,0.9188503857,0.7970455967000001,0.9188503857,0.9281246924000001
0.8944624103000001,nan,0.8944624103000001,0.9029327742000001,0.9010448474,0.8506077525,0.9010448474,0.9157058621
0.8936629299000001,nan,0.8936629299000001,0.8942057262,0.9131386329000001,0.8710490643000001,0.9131386329000001,0.9009085973000001
0.8379074251,nan,0.8379074251,0.8534034335,0.9185695175,0.8292190887,0.9185695175,0.9302318587
0.8944624103000001,nan,0.8944624103000001,0.8865632880000001,0.9188503857,0.8792675351,0.9188503857,0.9284947137
0.8772759226,nan,0.8772759226,0.8456749004,0.9188503857,0.7966576245,0.9188503857,0.9211553078
0.8944624103000001,nan,0.8944624103000001,0.8752409743,0.9131386329000001,0.8710490643000001,0.9131386329000001,0.9244703596
0.9099078646000001,nan,0.9099078646000001,0.8864184319666667,0.9223253969,0.8258513940666666,0.9223253969,0.9208444232666667
0.8551915426000001,nan,0.8551915426000001,0.8375987238666668,0.9223253969,0.8277293768,0.9223253969,0.9143107312666667
0.910044559,nan,0.910044559,0.8901883383666668,0.9283524425,0.7829991337666667,0.9283524425,0.9241289852333333
0.8965066211,0.8732494111,0.8965066211,0.8847251460000001,0.9222000192,0.8338992005,0.9222000192,0.9121839656
0.8848863,0.7857635488,0.8848863,0.8961917336,0.9223253969,0.76843732435,0.9223253969,0.9175764078
0.907407508,0.7545141187000001,0.907407508,0.8824729485,0.9223253969,0.7945109878500001,0.9223253969,0.9192500265000001
0.8890742438,0.8626249321000001,0.8890742438,0.8920034988333333,0.9223501747,0.7800345359,0.9223501747,0.9196390043
0.9082307561,0.8329076095,0.9082307561,0.9152155604000001,0.9222000192,0.8248786743000001,0.9222000192,0.9228123741
0.9177548419,0.8157259243500001,0.9177548419,0.8964776298500001,0.9223253969,0.8541661124500001,0.9223253969,0.9218707234500001
0.8852178606000001,0.8061438709333334,0.8852178606000001,0.8956306281333334,0.9234834902,0.8029364586333334,0.9234834902,0.9161760076666668
0.9056953052000001,0.8640969334499999,0.9056953052000001,0.88700372795,0.9223253969,0.84388866555,0.9223253969,0.9273735151
0.9170771161,0.8365939684666667,0.9170771161,0.8998323134333335,0.9338980512,0.7997319239666667,0.9338980512,0.9181943835333334
0.8568283166,0.8572892196,0.8568283166,0.9092608633666668,0.9315612193,0.8616000282000001,0.9315612193,0.9201579449666667
0.8551915426000001,0.8045284244666666,0.8551915426000001,0.8895054556,0.9303440244000001,0.8736024471,0.9303440244000001,0.9239862763666666
0.8551915426000001,0.7068057975666667,0.8551915426000001,0.8521168815666668,0.9223253969,0.5793801643000001,0.9223253969,0.9144368768000001
0.8665543937,0.7859571032333333,0.8665543937,0.8675670866999999,0.9223253969,0.8443870094,0.9223253969,0.9143479461
0.8851753113,0.8245955901333334,0.8851753113,0.8900654393333335,0.9223253969,0.8147694646333333,0.9223253969,0.9234095743666667
0.8851753113,0.8245955901333334,0.8851753113,0.8900654393333335,0.9223253969,0.8469858016999999,0.9223253969,0.9258882532333335
0.9144751142,0.7919671323333334,0.9144751142,0.8811450993,0.9223253969,0.7928249691666668,0.9223253969,0.9233209725666667
0.8551915426000001,0.7840504277333333,0.8551915426000001,0.8520886583666667,0.9223253969,0.7647587437666669,0.9223253969,0.9256275459
0.8551915426000001,0.7743075751666666,0.8551915426000001,0.8522713709333334,0.9241534326,0.8248098095,0.9241534326,0.9181126650666668
0.8551915426000001,0.6618819844666667,0.8551915426000001,0.8680095549666667,0.9223253969,0.7850147434,0.9223253969,0.9112912440333334
0.9005832965,0.7905799403333335,0.9005832965,0.8795005664,0.9223253969,0.7436524815666669,0.9223253969,0.9185992945
0.8551915426000001,0.8454253870666667,0.8551915426000001,0.8687267005333333,0.9223253969,0.8174528531333333,0.9223253969,0.9173811997333333
0.9158652133,0.7905880219666667,0.9158652133,0.8914772261333334,0.9223253969,0.8262250278000001,0.9223253969,0.9135615162
0.8551915426000001,0.7369092826000001,0.8551915426000001,0.8749846744666666,0.9223253969,0.7838055247,0.9223253969,0.9158611717666667
0.8662590491000001,0.7849211938999999,0.8662590491000001,0.8670496192,0.9223253969,0.8052171233,0.9223253969,0.9163662557666669
0.8551915426000001,0.8816150137000001,0.8551915426000001,0.8532371370333335,0.9223253969,0.6513974358333333,0.9223253969,0.9175970521666668
0.9099078646000001,nan,0.9099078646000001,0.8884135880666667,0.9140935511,nan,0.9140935511,0.9128387508000001
0.910044559,nan,0.910044559,0.9114556853666667,0.9283524425,0.8348930221666667,0.9283524425,0.9204530163333334
0.9001570241,0.7603671885000001,0.9001570241,0.9156393227,0.9221735464,0.7185463541,0.9221735464,0.9312267561
0.9099078646000001,0.82851648595,0.9099078646000001,0.90087772025,0.9140935511,0.8548794687500001,0.9140935511,0.9149620294
0.9099078646000001,0.81947136335,0.9099078646000001,0.90390598045,0.9140935511,0.6812032732,0.9140935511,0.9143696058499999
0.9099078646000001,0.7965506945333334,0.9099078646000001,0.8921033737,0.9223501747,0.7453165985666667,0.9223501747,0.9165811392333333
0.9082307561,0.8183528855000001,0.9082307561,0.9092911326,0.9168791339000001,0.7749871238,0.9168791339000001,0.9177396008
0.9177548419,0.8397888674,0.9177548419,0.9112257183500001,0.9189983660000001,0.8127738046,0.9189983660000001,0.9226363602500001
0.9099078646000001,0.7807057895999999,0.9099078646000001,0.8945433121,0.9234834902,0.7432268035999999,0.9234834902,0.9243285689
0.9056953052000001,0.820857332,0.9056953052000001,0.9149371297500001,0.9160099948,0.8337697776,0.9160099948,0.92092175605
0.9170771161,0.8234261022,0.9170771161,0.9078580457333333,0.9338980512,0.7646602127666666,0.9338980512,0.9189192667000001
