Nspikes,OHK-OR_CA1,Rmax_OHK-OR_CA1,Nspikes,OHK-OR_SUB,Rmax_OHK-OR_SUB,Nspikes,OHK-AND_CA1,Rmax_OHK-AND_CA1,Nspikes,OHK-AND_SUB,Rmax_OHK-AND_SUB,Poss_Nspikes,OHK-PossOR_CA1,Rmax_OHK-PossOR_CA1,Poss_Nspikes,OHK-PossOR_SUB,Rmax_OHK-PossOR_SUB,Poss_Nspikes,OHK-PossAND_CA1,Rmax_OHK-PossAND_CA1,Poss_Nspikes,OHK-PossAND_SUB,Rmax_OHK-PossAND_SUB
0.0,0.3705304982,0.3802053889,0.0,0.21777727876666667,0.2812705822166667,0.0,0.5,0.3802053889,0.0,0.0,0.2812705822166667,0.0,0.17845991020000002,0.20546638935,0.0,0.1783838868333333,0.23287583091666667,0.0,0.0,0.20546638935,0.0,0.0,0.23287583091666667
1.0,0.4071585576,0.40033609565000006,1.0,0.1737693298,0.19679218418333333,1.0,0.0,0.40033609565000006,1.0,0.0,0.19679218418333333,14.0,0.206125246,0.2078552837,14.0,0.1637496414,0.1780629068,14.0,0.0,0.2078552837,14.0,0.38354157266666666,0.1780629068
22.0,0.3982150118,0.3997890018,22.0,0.1680987606,0.1978775247,22.0,0.0,0.3997890018,22.0,0.444187983,0.1978775247,8.0,0.19952797090000002,0.21589647205,8.0,0.152540864,0.1788509532,8.0,0.0,0.21589647205,8.0,0.5204260415,0.1788509532
18.5,0.37541795835,0.38730305805000004,18.5,0.1851616841,0.21171409600000002,18.5,0.0,0.38730305805000004,18.5,0.39201926965,0.21171409600000002,15.5,0.19721386670000002,0.24594288515,15.5,0.1679867322,0.182686622925,15.5,0.0,0.24594288515,15.5,0.36520527680000003,0.182686622925
19.0,0.3635431763,0.4057129454,19.0,0.1840553787,0.20044057585,19.0,0.0,0.4057129454,19.0,0.39319671485,0.20044057585,11.5,0.22600482100000002,0.2237979876,11.5,0.17140506715,0.19339981292500003,11.5,0.0,0.2237979876,11.5,0.5125212705000001,0.19339981292500003
14.666666666666666,0.3642322133,0.37220969537500004,14.666666666666666,0.19597690076666666,0.21830041056666669,14.666666666666666,0.4181656601,0.37220969537500004,14.666666666666666,0.43099843443333336,0.21830041056666669,12.333333333333334,0.19785392305,0.225146319525,12.333333333333334,0.16778653153333334,0.18443336863333334,12.333333333333334,0.0,0.225146319525,12.333333333333334,0.4824424353666667,0.18443336863333334
21.0,0.3212607759,0.3604454432,21.0,0.17628563960000002,0.18902523725,21.0,0.0,0.3604454432,21.0,0.4148422688,0.18902523725,21.0,0.19100837336666668,0.20445660483333336,21.0,0.1623059888,0.1784378647,21.0,0.5793801643000001,0.20445660483333336,21.0,0.4333757757,0.1784378647
22.5,0.2108238331,0.28855488560000003,22.5,0.1718862262,0.191978034825,22.5,0.4181656601,0.28855488560000003,22.5,0.36129742045,0.191978034825,21.5,0.1717820185,0.18441945110000002,21.5,0.15889320625,0.17727177240000003,21.5,0.5204260415,0.18441945110000002,21.5,0.4078610451,0.17727177240000003
14.666666666666666,0.2850856127,0.32134168760000004,14.666666666666666,0.19421275816666664,0.20721751055000004,14.666666666666666,0.41491538180000004,0.32134168760000004,14.666666666666666,0.44265193480000004,0.20721751055000004,10.0,0.173534889,0.18575099979999998,10.0,0.15813416253333334,0.18183488288333335,10.0,0.4181656601,0.18575099979999998,10.0,0.47189658346666663,0.18183488288333335
14.5,0.3846185589,0.3856118423,14.5,0.17115610635,0.201321076,14.5,0.0,0.3856118423,14.5,0.39830929265000004,0.201321076,9.0,0.1804748794,0.21474120855,9.0,0.16373855565,0.18739320005,9.0,0.4181656601,0.21474120855,9.0,0.39444294385,0.18739320005
18.0,0.37140076465000005,0.37587277905,18.0,0.17763360100000003,0.19551898081666666,18.0,0.0,0.37587277905,18.0,0.38613761676666664,0.19551898081666666,15.666666666666666,0.2009878881,0.23158086545,15.666666666666666,0.16386187343333336,0.17494808633333334,15.666666666666666,0.0,0.23158086545,15.666666666666666,0.4705259738666667,0.17494808633333334
45.333333333333336,0.38774978275,0.38688832430000003,45.333333333333336,0.21093638263333334,0.21822569275000003,45.333333333333336,0.0,0.38688832430000003,45.333333333333336,0.29870814493333336,0.21822569275000003,37.0,0.24014735225,0.26019264002500003,37.0,0.15648009893333334,0.1697045377666667,37.0,0.0,0.26019264002500003,37.0,0.37260449,0.1697045377666667
33.0,0.3989495824,0.38993403595,33.0,0.23190322113333336,0.2480823877666667,33.0,0.5,0.38993403595,33.0,0.42108501886666666,0.2480823877666667,37.0,0.22666237150000001,0.28125579695,37.0,0.15463208716666665,0.17215297001666666,37.0,0.0,0.28125579695,37.0,0.37932264926666664,0.17215297001666666
3.0,0.40888235,0.38744867505,3.0,0.20515256693333336,0.27523554456666666,3.0,0.0,0.38744867505,3.0,0.5793801643000001,0.27523554456666666,4.0,0.20475111780000002,0.2884797091,4.0,0.1814097602,0.21534084928333333,4.0,0.0,0.2884797091,4.0,0.49877291220000003,0.21534084928333333
16.0,0.36277234440000006,0.39849355002500003,16.0,0.1883998629666667,0.22231616983333335,16.0,0.0,0.39849355002500003,16.0,0.40858048053333335,0.22231616983333335,9.333333333333334,0.17799994165,0.22924561587500003,9.333333333333334,0.16959517500000001,0.18220005116666668,9.333333333333334,0.5793801643000001,0.22924561587500003,9.333333333333334,0.4326668896333333,0.18220005116666668
27.666666666666668,0.34852726430000003,0.364147553,27.666666666666668,0.19635063863333335,0.21098079368333333,27.666666666666668,0.0,0.364147553,27.666666666666668,0.3847027916666667,0.21098079368333333,21.666666666666668,0.1929602248,0.23130003185,21.666666666666668,0.17045219223333333,0.18064401521666665,21.666666666666668,0.0,0.23130003185,21.666666666666668,0.3949427678333333,0.18064401521666665
27.666666666666668,0.312046777,0.30531225875,27.666666666666668,0.19635063863333335,0.21098079368333333,27.666666666666668,0.0,0.30531225875,27.666666666666668,0.3847027916666667,0.21098079368333333,19.666666666666668,0.20716880410000002,0.22444135795,19.666666666666668,0.16100611966666667,0.18241312015,19.666666666666668,0.0,0.22444135795,19.666666666666668,0.40332254543333335,0.18241312015
27.0,0.35068860884999997,0.3671104107,27.0,0.1719194083,0.19275541051666667,27.0,0.0,0.3671104107,27.0,0.43611821840000004,0.19275541051666667,19.666666666666668,0.1865582649,0.22308054365000002,19.666666666666668,0.1662409983666667,0.1749949185,19.666666666666668,0.0,0.22308054365000002,19.666666666666668,0.41732035370000004,0.1749949185
7.333333333333333,0.3786428579,0.36560948675000005,7.333333333333333,0.2848900960666667,0.2862369346666666,7.333333333333333,0.0,0.36560948675000005,7.333333333333333,0.46418481066666667,0.2862369346666666,6.333333333333333,0.2349681706,0.27599178205,6.333333333333333,0.16966828796666666,0.19043085613333333,6.333333333333333,0.0,0.27599178205,6.333333333333333,0.50162142255,0.19043085613333333
5.333333333333333,0.30423581555,0.33265594885,5.333333333333333,0.2859354053,0.2998180923166667,5.333333333333333,0.0,0.33265594885,5.333333333333333,0.49088598906666664,0.2998180923166667,5.333333333333333,0.1825390442,0.219049571825,5.333333333333333,0.17447617569999999,0.18749340660000002,5.333333333333333,0.3552453213,0.219049571825,5.333333333333333,0.5207323226333334,0.18749340660000002
5.0,0.3899105371,0.38433047025,5.0,0.24584578696666667,0.29985291546666665,5.0,0.4181656601,0.38433047025,5.0,0.5173460438333334,0.29985291546666665,5.666666666666667,0.20741206550000002,0.22398397145,5.666666666666667,0.1669947232,0.1998978562,5.666666666666667,0.0,0.22398397145,5.666666666666667,0.5245585701333334,0.1998978562
6.0,0.35490682830000003,0.3649548408,6.0,0.18752689636666667,0.20514882963333336,6.0,0.0,0.3649548408,6.0,0.39203439100000004,0.20514882963333336,7.333333333333333,0.212842524,0.22588385365000002,7.333333333333333,0.1678615522,0.19059580795,7.333333333333333,0.0,0.22588385365000002,7.333333333333333,0.46418481066666667,0.19059580795
10.666666666666666,0.3653528368,0.38118201910000005,10.666666666666666,0.25754631096666664,0.2437378552666667,10.666666666666666,0.0,0.38118201910000005,10.666666666666666,0.45816145630000005,0.2437378552666667,13.666666666666666,0.2047814691,0.21920191640000003,13.666666666666666,0.1676259716,0.18062844501666667,13.666666666666666,0.0,0.21920191640000003,13.666666666666666,0.42118978496666665,0.18062844501666667
