OHK-OR_SUB,OHK-XOR_SUB,OHK-PossOR_SUB,OHK-PossXOR_SUB
0.209180777,0.209180777,0.1768337113,0.1768497645
0.19342857130000002,0.19342857130000002,0.17767307810000002,0.1776115402
0.27267084070000003,0.27267084070000003,0.1792779787,0.1792345511
0.2292502381,0.2292502381,0.1526676828,0.15259548650000002
0.1954691664,0.1954691664,0.1619052715,0.1617904983
0.20404522160000002,0.20404522160000002,0.166209441,0.1660559279
0.1827054467,0.1827054467,0.151610473,0.15132520130000002
0.23736418410000001,0.2373645127,0.1673706465,0.1673595859
0.1909992478,0.1909992478,0.18534289410000002,0.185173276
0.20838006280000002,0.20835405040000002,0.2070838927,0.2070133476
0.20097541060000002,0.20095318580000002,0.1689049716,0.1688702185
0.24672921600000003,0.24672921600000003,0.15896871270000001,0.15878256170000002
0.1980115698,0.1980115698,0.15345054090000002,0.1533089142
0.20309233670000001,0.20309233670000001,0.1712285533,0.1712194163
0.1864312952,0.1864312952,0.1745611862,0.18792012130000002
0.2465397044,0.2465397044,0.1564271498,0.1562798802
0.1770172559,0.1770172559,0.1738702918,0.1688903277
0.1931439342,0.1931439342,0.1842850503,0.1842042388
0.1752000334,0.17512025850000001,0.1525053697,0.1522905476
0.2268339455,0.2268339455,0.1598762342,0.1597254025
0.22517366130000002,0.22517366130000002,0.1527204345,0.15255055750000002
0.24311532090000001,0.24311532090000001,0.1620172714,0.16198513450000002
0.1786138214,0.1783656492,0.1667456736,0.166770736
0.2192848563,0.2192848563,0.1841164652,0.1841448564
0.21039919,0.2104044314,0.1515972898,0.1515903434
0.18338607410000002,0.18338607410000002,0.1697145425,0.1696161601
0.19861229760000002,0.198618187,0.1877417433,0.1878058854
0.2515844673,0.2515844673,0.15026999130000002,0.1502243161
0.20514211710000002,0.2051222034,0.1512484693,0.1510852698
0.2534048778,0.2534048778,0.1597127852,0.1596741683
0.21843566050000002,0.2184360086,0.1650556334,0.1651347532
0.19704515613333332,0.1970489342,0.1582189515,0.15817495813333335
0.2593705509,0.2593705509,0.1678380935,0.16784702876666668
0.19312315653333334,0.19312315653333334,0.15501481693333333,0.15491950573333332
0.1967212998,0.1966392964,0.1635577513,0.16348330930000002
0.18947844290000002,0.18941796065,0.1620940367,0.16206712375
0.20391650755000001,0.2038157189,0.16098027995,0.16097980055
0.1933441371,0.1931008047666667,0.15952678496666667,0.15946170536666668
0.16357648200000002,0.1516353628,0.1526459168,0.1564623572
0.18818292940000003,0.18807223165,0.1580583808,0.1580071553
0.18936756483333336,0.1864064724,0.1622303706,0.16212392343333334
0.1980248534,0.19795543965,0.15141618890000003,0.1639111922
0.18310271616666665,0.18303537520000002,0.16010902366666666,0.15861419440000002
0.1690917207,0.16887911723333335,0.1542528707666667,0.15403050426666667
0.19674655176666667,0.1965046240666667,0.1523157346,0.15195503473333336
0.2421757359,0.24199617053333333,0.16694613096666666,0.16688822123333333
0.22228133833333333,0.2222221414,0.16498517229999998,0.16473098116666665
0.19177174640000003,0.19159146560000004,0.15448744553333335,0.15430232716666667
0.19177174640000003,0.19159146560000004,0.15150845736666668,0.1513442374
0.20114074790000003,0.20391849263333336,0.15392901756666666,0.15381804506666666
0.25353743053333333,0.24622179043333334,0.15439019543333332,0.1543214781
0.25383253643333337,0.24501355786666668,0.16317353213333333,0.1630644369
0.23288951950000003,0.23285737123333336,0.17017694490000002,0.170170504
0.2098488846666667,0.20964776573333332,0.1625026655,0.16239181486666668
0.23468883643333335,0.23899560220000002,0.162527977,0.16248030843333336
0.19532725706666668,0.19650408593333335,0.1668553974,0.16670680036666666
0.21916553653333337,0.22037576066666667,0.165549889,0.16198556646666668
0.22312361636666667,0.22307555093333334,0.16500441973333332,0.1661946965
0.24379929806666667,0.2437121800666667,0.16423552833333332,0.16419870953333335
0.21777727876666667,0.21777727876666667,0.1783838868333333,0.1783838868333333
0.1737693298,0.17373500493333335,0.1637496414,0.16375250710000003
0.1680987606,0.16786770010000002,0.152540864,0.1525110475
0.1851616841,0.18499505160000002,0.1679867322,0.16789643115000003
0.1840553787,0.18405405315,0.17140506715,0.17136503150000001
0.19597690076666666,0.19580102153333334,0.16778653153333334,0.1678102222
0.17628563960000002,0.1761608687,0.1623059888,0.16195327580000002
0.1718862262,0.17185637175000001,0.15889320625,0.1588174578
0.19421275816666664,0.1940657464,0.15813416253333334,0.15799319023333333
0.17115610635,0.1710005893,0.16373855565,0.16373045915
0.17763360100000003,0.17763513100000003,0.16386187343333336,0.16378144866666666
0.21093638263333334,0.21081281840000002,0.15648009893333334,0.15634007776666667
0.23190322113333336,0.23163860040000003,0.15463208716666665,0.15452202253333336
0.20515256693333336,0.20507564436666667,0.1814097602,0.18142774706666667
0.1883998629666667,0.1883296164,0.16959517500000001,0.16949650413333336
0.19635063863333335,0.19614822766666665,0.17045219223333333,0.1702128006
0.19635063863333335,0.19614822766666665,0.16100611966666667,0.16095681716666668
0.1719194083,0.1717611469,0.1662409983666667,0.16615508353333333
0.2848900960666667,0.28459842863333334,0.16966828796666666,0.16960279013333335
0.2859354053,0.292937904,0.17447617569999999,0.17439589976666667
0.24584578696666667,0.24390765916666668,0.1669947232,0.1669963831
0.18752689636666667,0.18747058203333333,0.1678615522,0.17133587786666668
0.25754631096666664,0.2604475687,0.1676259716,0.16755348183333332
0.1787149497666667,0.1785332088,0.1694618471,0.16704020610000003
0.2468656508,0.2497580504666667,0.17193575656666668,0.17186677186666668
0.19367016313333332,0.19363487816666666,0.1749800552,0.17495524976666665
0.24627979983333334,0.24614640923333334,0.17761644803333332,0.17763019556666668
0.20893171633333332,0.20893171633333332,0.18979672916666668,0.18981400306666665
0.2102048493,0.2102048493,0.1708554398,0.1708744935
0.23929862400000002,0.23930468635000002,0.1836591193,0.1836591193
0.21400236644999998,0.21915324045,0.18826554255,0.1882686789
0.25099919133333337,0.2542787665333333,0.18931647470000001,0.18934105476666666
0.2189067136,0.2189067136,0.18073482700000001,0.1807365937
0.20973612035,0.2094647885,0.16978362255,0.16976735195
0.22614247263333334,0.22579253736666668,0.18029418056666668,0.18029633693333336
0.23312391985,0.23312391985,0.18804293454999998,0.18791559605000002
0.2112170456666667,0.21095456826666667,0.18513872253333333,0.18515179410000002
0.24200951043333332,0.24197461680000001,0.15996811986666667,0.1599571288666667
0.3051590288666666,0.30503689013333335,0.16468141736666667,0.16465872686666666
0.3231036032666667,0.3231036032666667,0.2226145444333333,0.2226145444333333
0.24795037876666667,0.24796353160000004,0.17843917843333335,0.17842731393333333
0.22650826813333333,0.22647865076666665,0.17161736083333334,0.1716197193
0.22650826813333333,0.22647865076666665,0.16974029353333334,0.16974317683333331
0.19591434470000002,0.19587264966666665,0.17430063813333332,0.17428597573333335
0.3725791059666667,0.3725669453666667,0.19546239720000003,0.19546235060000003
0.38341423543333336,0.3835858441,0.21369828386666667,0.2135673946
0.3881188047333333,0.3881188047333333,0.21643228650000002,0.21643228650000002
0.24951395,0.24948878783333336,0.20336151756666668,0.2032676819
0.30922219943333334,0.30922355493333337,0.19204325233333333,0.1920262284666667
0.20911715723333335,0.20913300166666668,0.18863978960000002,0.18864370460000002
0.3637611082,0.36377052373333335,0.20129488556666666,0.20129488556666666
0.32488020683333335,0.32485540156666665,0.20352663823333336,0.20344987946666668
0.3659517794,0.3659517794,0.22164068093333333,0.22164068093333333
0.1751043703,0.1749678004,0.15878200580000001,0.1784073581
0.1735122493,0.17342737295,0.16391376835,0.16388536955
0.1823876318,0.1821360474,0.167385254,0.16733182340000002
0.18068878696666668,0.1806429962666667,0.17395867733333334,0.17386136156666668
0.1776659464,0.1774545991,0.1654537124,0.1654774323
0.17063715285000003,0.17054329745000002,0.1645825902,0.16442356285
0.17861306913333333,0.17854685786666669,0.16191631839999998,0.16187253536666665
0.17317406610000002,0.17313344335,0.17947955775000002,0.17949231475
0.17717484326666666,0.17711384886666667,0.159573488,0.15945514423333335
0.20477800263333334,0.20454887903333333,0.1540786587,0.15277855076666666
0.25665179450000003,0.2598241816333333,0.1575205876,0.15744738113333334
0.19965915073333332,0.19952732236666668,0.18094759679999997,0.18096679403333335
0.17241814966666666,0.1722952436,0.1669802770666667,0.16679552963333333
0.1849768372,0.18487883533333335,0.16209159250000002,0.16206448933333337
0.1849768372,0.18487883533333335,0.16600547856666667,0.16593607103333333
0.1695948474,0.1694489361,0.1619816255333333,0.16186538886666668
0.2693292650333333,0.26891169063333337,0.16530328243333334,0.16535362416666666
0.29097781040000004,0.2871686263,0.16535105013333334,0.16531109316666667
0.2496103708,0.24937091303333334,0.17831628723333334,0.17820824436666668
0.18399173126666668,0.18390557416666667,0.1638918692,0.17257365246666667
0.26218582086666664,0.2620424013,0.17430692106666668,0.17420818576666666
0.18591593906666667,0.18567201433333333,0.16568468863333333,0.1655834508
0.24899621269999997,0.2488007699,0.17731643596666669,0.17722292616666668
0.21234963156666667,0.21225888643333335,0.16776873503333334,0.16776573173333334
0.23553364810000002,0.23877138893333336,0.18124202396666667,0.18119730070000004
0.19277215486000002,0.19263100892,0.1659859402,0.1659772054
0.17230814270000003,0.17223334083333333,0.16509401243333333,0.1650179781
0.1717433653,0.17159389745,0.1582544655,0.15808555305
0.19835411324000002,0.19826669628,0.16707719704000001,0.16699578988000002
0.17529231572,0.17587588206,0.15757022838,0.16129053748000002
0.16620353854,0.16614179238,0.16132480178000003,0.16432004434
0.1863253458666667,0.18629351623333334,0.17281757860000002,0.17112642843333334
0.17904430984000003,0.17902946902,0.16914548755999997,0.17387834834000002
0.17854715725,0.182703531225,0.17162347325000002,0.17147380597499998
0.162882786,0.1654107957,0.15370981732,0.1521946931
0.1966821398,0.19594069656,0.17316359838,0.17318164722
0.18038167487999998,0.18118537010000005,0.16350645636,0.16874080766
0.22590127960000003,0.22397201488000001,0.16567407994,0.1655817531
0.17762043000000002,0.17762580736000003,0.17431641666000003,0.17420982608
0.177184693625,0.17705955615000002,0.1632268455,0.16319521512500001
0.177184693625,0.17705955615000002,0.16364328765,0.1689208331
0.26384284232,0.26356045792000005,0.16545153198,0.165434951
0.2849855206,0.28478399194000004,0.17457740792,0.1755736165
0.23883189266000002,0.23457013766,0.1778371078,0.17785298182
0.23579782878,0.2355759629,0.17305052362000004,0.17302781648
0.2454490978,0.24523723244,0.17646451400000002,0.17649587618
0.19238513588,0.19233103834,0.17582791445999998,0.17580621262000004
0.24464918584000003,0.24431274860000002,0.1744589945,0.17437797715999998
0.24250486107999997,0.23887774488,0.17434225886000002,0.17433687422
0.21134083330000003,0.21116474947500002,0.19353060997500002,0.19353247455
0.16697486420000002,0.1668690519,0.15908908530000002,0.15902296800000001
0.1918152111,0.19162884540000003,0.17453694490000002,0.17357257530000003
0.15262751165,0.15262431869999998,0.14279241060000003,0.1442801789
0.1998806347,0.19990351890000002,0.14927259920000002,0.14910316585
0.16123157570000002,0.16114058260000003,0.152475574,0.15772590485000001
