Rmax_MSR,MSR-AND_CA1,Rmax_MSR,MSR-OR_CA1,PossRmax_MSR,MSR-PossAND_CA1,PossRmax_MSR,MSR-PossOR_CA1
0.296375922,nan,0.296375922,0.2943174899,0.2810720861,nan,0.2810720861,0.2634634126
0.2989353221,nan,0.2989353221,0.296274187,0.2702743879,nan,0.2702743879,0.26036391670000003
0.29496416340000003,nan,0.29496416340000003,0.2889310552,0.2582743524,nan,0.2582743524,0.250769248
0.2967357577,nan,0.2967357577,0.2933364255,0.2555261786,nan,0.2555261786,0.2519598292
0.29496416340000003,nan,0.29496416340000003,0.2942526757,0.2582744474,nan,0.2582744474,0.2590219607
0.29496416340000003,0.2896900821,0.29496416340000003,0.29615039930000003,0.2555261786,0.0,0.2555261786,0.255691551
0.2979326963,nan,0.2979326963,0.2938745463,0.2624316349,nan,0.2624316349,0.250463096
0.2970910128,nan,0.2970910128,0.2991551787,0.2737523498,nan,0.2737523498,0.2564446413
0.2989353221,nan,0.2989353221,0.29731831725,0.2810720861,nan,0.2810720861,0.26261870295
0.29898470320000003,nan,0.29898470320000003,0.2963506522,0.2810720861,nan,0.2810720861,0.2554837403
0.2983329944,nan,0.2983329944,0.2971748752,0.2810720861,nan,0.2810720861,0.25522578510000005
0.296375922,nan,0.296375922,0.2968992611,0.2810720861,nan,0.2810720861,0.26471052014999996
0.296375922,0.0,0.296375922,0.29615148150000004,0.2810720861,nan,0.2810720861,0.25823099215
0.2979326963,nan,0.2979326963,0.2974822799,0.2810720861,nan,0.2810720861,0.25664026575
0.2970910128,nan,0.2970910128,0.2966188361,0.2664742674,nan,0.2664742674,0.25698287210000004
0.29898470320000003,nan,0.29898470320000003,0.298295169,0.2630362613,nan,0.2630362613,0.26229867700000004
0.2983329944,nan,0.2983329944,0.29285728076666667,0.2578113889,0.2896900821,0.2578113889,0.25182241486666673
0.2979231553,nan,0.2979231553,0.29485660543333336,0.26795908,nan,0.26795908,0.2552475359
0.2971010161,nan,0.2971010161,0.2935965012,0.2595019478,nan,0.2595019478,0.2523258168
0.2971010161,nan,0.2971010161,0.26607067370000004,0.2565220299,0.28449756820000005,0.2565220299,0.2417681258
0.2985512825,nan,0.2985512825,0.2957240313,0.2604425946,nan,0.2604425946,0.2525829088
0.2953188554,nan,0.2953188554,0.29473110280000003,0.2598915911,nan,0.2598915911,0.2536108378
0.2971010161,nan,0.2971010161,0.29451917850000003,0.25366136570000003,0.0,0.25366136570000003,0.2522788773
0.2960392226,nan,0.2960392226,0.2926237922,0.2595204626,nan,0.2595204626,0.2517189097
0.29730395930000003,nan,0.29730395930000003,0.29418464180000004,0.2595204626,nan,0.2595204626,0.24812581150000002
0.2988599611,nan,0.2988599611,0.2975416295,0.265995353,nan,0.265995353,0.2556185325
0.2985752481,nan,0.2985752481,0.2980381003,0.2603423516,nan,0.2603423516,0.2494955593
0.2964070797,nan,0.2964070797,0.2941224099,0.258511368,nan,0.258511368,0.2483157285
0.2971010161,nan,0.2971010161,0.2947222011,0.26110096450000003,0.0,0.26110096450000003,0.2536355388
0.2971010161,0.2264097656,0.2971010161,0.2940413609,0.25436950810000003,nan,0.25436950810000003,0.2525433038
0.2971010161,nan,0.2971010161,0.29576955180000003,0.2576585346,0.0,0.2576585346,0.2577802903
0.2971010161,nan,0.2971010161,0.29708850540000004,0.26935844670000003,nan,0.26935844670000003,0.2519533828
0.2989142154,nan,0.2989142154,0.2961608739,0.2663887412,nan,0.2663887412,0.25449476405000004
0.2971010161,nan,0.2971010161,0.29613305570000004,0.2602698869,nan,0.2602698869,0.2570299059
0.2971010161,0.281990948,0.2971010161,0.29362388285,0.2595204626,nan,0.2595204626,0.254314535
0.2971010161,0.0,0.2971010161,0.2927968213666667,0.2595204626,0.2896900821,0.2595204626,0.24836934683333334
0.2971010161,0.281990948,0.2971010161,0.27520120670000003,0.25366136570000003,0.2939580169,0.25366136570000003,0.24387905170000002
0.2971010161,0.2867106384,0.2971010161,0.2870568803,0.25366136570000003,0.2854777179,0.25366136570000003,0.24797748900000002
0.2971010161,0.0,0.2971010161,0.295257624,0.2593910135,0.2727530949,0.2593910135,0.2517282151
0.2996976242,0.0,0.2996976242,0.2966483604,0.26647949,nan,0.26647949,0.25306115785
0.2964070797,nan,0.2964070797,0.2962489852,0.2707669418,nan,0.2707669418,0.2562590055
0.2984964653,0.3007048828,0.2984964653,0.2959533697,0.2769419193,nan,0.2769419193,0.2596503267
0.2960392226,nan,0.2960392226,0.2946462879,0.2706743762,nan,0.2706743762,0.2589520322
0.2964070797,0.0,0.2964070797,0.29186359785000004,0.2595204626,0.2896900821,0.2595204626,0.2509186895
0.2960392226,nan,0.2960392226,0.2908379634,0.2595204626,nan,0.2595204626,0.2489920696
0.2960392226,nan,0.2960392226,0.2896940595,0.2595204626,nan,0.2595204626,0.25616960650000004
0.2964070797,0.0,0.2964070797,0.2967553846,0.26049609290000003,nan,0.26049609290000003,0.2476859529
0.2960392226,nan,0.2960392226,0.2952469781,0.2595204626,nan,0.2595204626,0.254850817
0.2964070797,0.0,0.2964070797,0.2883502295,0.2595204626,0.2242010727,0.2595204626,0.24530892595
0.29777505190000003,0.281990948,0.29777505190000003,0.2984510963,0.258511368,nan,0.258511368,0.2592803638
0.2968023906,nan,0.2968023906,0.29697836650000003,0.2594665762,nan,0.2594665762,0.2538729987
0.2964070797,nan,0.2964070797,0.2977687272,0.2604774291,nan,0.2604774291,0.2523562212
0.2964070797,nan,0.2964070797,0.297081702,0.2603322582,nan,0.2603322582,0.2564100325
0.2970910128,nan,0.2970910128,0.2969935094,0.2564523442,nan,0.2564523442,0.2510576613
0.2970910128,nan,0.2970910128,0.2950660201,0.26274566590000004,nan,0.26274566590000004,0.24806166370000002
0.2970910128,nan,0.2970910128,0.2941570491,0.2564523442,nan,0.2564523442,0.2612769269
0.2968411892,nan,0.2968411892,0.2960004003,0.2686909757,nan,0.2686909757,0.2634588544
0.2960392226,nan,0.2960392226,0.29679579310000004,0.2597791003,nan,0.2597791003,0.24737498570000002
0.2964070797,0.0,0.2964070797,0.29651246855,0.2691907094,nan,0.2691907094,0.25648524175
0.2967453351,nan,0.2967453351,0.2973078939,0.2612889205,nan,0.2612889205,0.2508326166
0.2964070797,0.0,0.2964070797,0.2940185468,0.2595204626,nan,0.2595204626,0.24782330010000003
0.2960392226,0.0,0.2960392226,0.2868384014,0.2595204626,0.0,0.2595204626,0.2491584932
0.2979930296,nan,0.2979930296,0.2954979448,0.2678194854,nan,0.2678194854,0.2501746358
0.2966195957,nan,0.2966195957,0.2984304884,0.2595204626,nan,0.2595204626,0.2566972023
0.2964070797,0.27429504035,0.2964070797,0.27672203,0.2595204626,0.2806164873,0.2595204626,0.24026369165
0.2960392226,nan,0.2960392226,0.2894452003,0.2595204626,0.0,0.2595204626,0.2511370942
0.2960392226,0.30107151400000004,0.2960392226,0.2712880542,0.2595204626,0.2733114567,0.2595204626,0.2439679157
0.2964070797,nan,0.2964070797,0.2965765698,0.2647719107,nan,0.2647719107,0.25343549590000003
0.2972623494,nan,0.2972623494,0.2974090972,0.2682226251,0.0,0.2682226251,0.2563351404
0.2964070797,nan,0.2964070797,0.2970454939,0.26331020110000003,nan,0.26331020110000003,0.2620956557
0.2964070797,nan,0.2964070797,0.2970387484,0.258511368,nan,0.258511368,0.2546564378
0.2972763438,nan,0.2972763438,0.2979685156,0.2662282084,nan,0.2662282084,0.2497985717
0.29898470320000003,nan,0.29898470320000003,0.29401498325000003,0.2702743879,nan,0.2702743879,0.2528091997
0.2989353221,nan,0.2989353221,0.29643613700000004,0.2702743879,nan,0.2702743879,0.25362764635
0.2989353221,nan,0.2989353221,0.2974313275,0.2702743879,0.0,0.2702743879,0.266206481
0.2989353221,nan,0.2989353221,0.29626703825,0.2702743879,nan,0.2702743879,0.2567790576
0.2989353221,0.0,0.2989353221,0.29680997659999997,0.2702743879,0.0,0.2702743879,0.25635992845
0.29898470320000003,nan,0.29898470320000003,0.29352401945,0.2630362613,nan,0.2630362613,0.24846826724999999
0.29898470320000003,nan,0.29898470320000003,0.2957583247,0.2630362613,nan,0.2630362613,0.2564283742
0.29898470320000003,nan,0.29898470320000003,0.29427032935,0.2630362613,nan,0.2630362613,0.25361770785000004
0.29898470320000003,nan,0.29898470320000003,0.29324061525,0.2630362613,0.2896900821,0.2630362613,0.25634467520000004
0.2979231553,nan,0.2979231553,0.29385284875,0.26795908,nan,0.26795908,0.2482056676
0.2963867449,nan,0.2963867449,0.2932779115,0.2595019478,0.2896900821,0.2595019478,0.25097706705
0.2963867449,nan,0.2963867449,0.27043842095000004,0.25534978950000004,0.25954261395,0.25534978950000004,0.24436390600000002
0.29723985540000003,nan,0.29723985540000003,0.29374917825,0.2586887504,0.281990948,0.2586887504,0.24892063675000003
0.2963867449,nan,0.2963867449,0.29580326630000003,0.2598915911,nan,0.2598915911,0.25983947560000004
0.2968512211,nan,0.2968512211,0.291354271,0.2519693389,0.0,0.2519693389,0.24612277340000002
0.29672804810000003,0.2896900821,0.29672804810000003,0.2923305309,0.26110096450000003,0.3007048828,0.26110096450000003,0.2491803742
0.29434872230000003,0.2264097656,0.29434872230000003,0.292149777,0.25436950810000003,nan,0.25436950810000003,0.2457470304
0.2956158916,nan,0.2956158916,0.2919508798,0.2576585346,0.0,0.2576585346,0.24784128600000002
0.29365969670000003,nan,0.29365969670000003,0.2943800039,0.26935844670000003,nan,0.26935844670000003,0.24735920120000002
0.294638746,nan,0.294638746,0.2927734734,0.2602698869,nan,0.2602698869,0.24987998860000002
0.29365969670000003,nan,0.29365969670000003,0.2919092065,0.2551256549,0.2896900821,0.2551256549,0.2484636039
0.29365969670000003,0.2524502079,0.29365969670000003,0.2929765666,0.2528351189,0.281990948,0.2528351189,0.2458068048
0.29365969670000003,0.2625000032,0.29365969670000003,0.28615948950000003,0.2519693389,0.2692584697,0.2519693389,0.2437363665
0.29365969670000003,0.2676104729,0.29365969670000003,0.2879259411,0.2519693389,0.2602253435,0.2519693389,0.24310965910000001
0.29552631560000003,nan,0.29552631560000003,0.2932138569,0.2593910135,0.3007048828,0.2593910135,0.2489070163
0.2983329944,nan,0.2983329944,0.2967205825,0.2582744474,nan,0.2582744474,0.25327820945
0.2983329944,0.2896900821,0.2983329944,0.29403229810000003,0.26274566590000004,0.2727530949,0.26274566590000004,0.25394899245
0.2983329944,nan,0.2983329944,0.29548404415,0.2624316349,nan,0.2624316349,0.2486314964
0.2979231553,nan,0.2979231553,0.2936809465,0.26795908,nan,0.26795908,0.25690053645
0.2979231553,nan,0.2979231553,0.26287416605,0.26795908,0.1393268238,0.26795908,0.24396688295000002
0.2985512825,nan,0.2985512825,0.29641199459999995,0.26795908,0.0,0.26795908,0.25244861820000003
0.2979231553,nan,0.2979231553,0.2926682653,0.26795908,nan,0.26795908,0.25710223930000004
0.2968512211,nan,0.2968512211,0.2974607881,0.2627831554,nan,0.2627831554,0.2547024017
0.2932377672,nan,0.2932377672,0.28889027500000003,0.2639164084,nan,0.2639164084,0.2480551497
0.29730395930000003,nan,0.29730395930000003,0.29144797370000003,0.2639164084,nan,0.2639164084,0.24662264900000003
0.29672804810000003,nan,0.29672804810000003,0.2947955611,0.2627831554,nan,0.2627831554,0.25524692990000003
0.2958429325,nan,0.2958429325,0.294490126,0.2627831554,nan,0.2627831554,0.2576372226
0.2958429325,nan,0.2958429325,0.2953605187,0.2627831554,nan,0.2627831554,0.2605349154
0.2958429325,nan,0.2958429325,0.2957661775,0.26935844670000003,nan,0.26935844670000003,0.258913822
0.2989142154,nan,0.2989142154,0.290482617,0.2639164084,nan,0.2639164084,0.2545696764
0.2958429325,nan,0.2958429325,0.2942089397,0.2627831554,nan,0.2627831554,0.2586967408
0.2958429325,nan,0.2958429325,0.2903589217,0.2639164084,nan,0.2639164084,0.2519983666
0.2958429325,nan,0.2958429325,0.28345911725,0.2639164084,0.0,0.2639164084,0.2541847049
0.2958429325,nan,0.2958429325,0.2673332661,0.2627831554,nan,0.2627831554,0.25044325570000003
0.2958429325,nan,0.2958429325,0.2771088037,0.2627831554,nan,0.2627831554,0.24550837820000002
0.2958429325,nan,0.2958429325,0.2941715153,0.2627831554,nan,0.2627831554,0.2557163824
0.2996976242,0.281990948,0.2996976242,0.2915795895,0.2639164084,nan,0.2639164084,0.251106765
0.2962524445,nan,0.2962524445,0.2897521851,0.2707669418,nan,0.2707669418,0.2592032866
0.2984964653,nan,0.2984964653,0.2919512304,0.2769419193,nan,0.2769419193,0.25524435560000003
0.2893616914,nan,0.2893616914,0.289426167,0.2706743762,nan,0.2706743762,0.2504953321
0.2905774014,nan,0.2905774014,0.2869857287,0.2639164084,0.0,0.2639164084,0.2525474529
0.2893616914,nan,0.2893616914,0.2855021906,0.2639164084,0.2896900821,0.2639164084,0.24673178310000002
0.2893616914,0.0,0.2893616914,0.28966999,0.2639164084,nan,0.2639164084,0.2480442109
0.2948462432,nan,0.2948462432,0.2878409115,0.2639164084,nan,0.2639164084,0.2546159281
0.29547348900000003,nan,0.29547348900000003,0.2890266523,0.2639164084,0.0,0.2639164084,0.257798386
0.2898063413,nan,0.2898063413,0.2837295071,0.2639164084,nan,0.2639164084,0.2528666846
0.2968411892,nan,0.2968411892,0.29318265400000004,0.2686909757,nan,0.2686909757,0.2547662121
0.2952328473,nan,0.2952328473,0.29098078320000004,0.2639164084,nan,0.2639164084,0.2564559877
0.2953109539,nan,0.2953109539,0.2941074931,0.26555622230000003,nan,0.26555622230000003,0.2557400421
0.2967453351,nan,0.2967453351,0.2919150941,0.2639164084,nan,0.2639164084,0.2531613347
0.2893616914,nan,0.2893616914,0.28916574100000003,0.2639164084,nan,0.2639164084,0.2474333846
0.2893616914,0.2786536476,0.2893616914,0.2843854514,0.2639164084,0.281990948,0.2639164084,0.2512299965
0.2979930296,nan,0.2979930296,0.2904371355,0.2678194854,nan,0.2678194854,0.2552912142
0.2966195957,nan,0.2966195957,0.2916578503,0.2639164084,nan,0.2639164084,0.25052163780000003
0.2893616914,0.3024590455,0.2893616914,0.2692308811,0.2639164084,0.25977320260000003,0.2639164084,0.2405129148
0.2893616914,nan,0.2893616914,0.2820982033,0.2639164084,0.0,0.2639164084,0.24773289950000002
0.2893616914,0.2668438708,0.2893616914,0.2646057567,0.2639164084,0.2544265537,0.2639164084,0.2432552336
0.2952092149,nan,0.2952092149,0.26246576365,0.2595019478,0.281990948,0.2595019478,0.2447032884
0.29723985540000003,nan,0.29723985540000003,0.29669901805,0.2595019478,nan,0.2595019478,0.2540099839
0.2953188554,nan,0.2953188554,0.2929916529,0.2598915911,nan,0.2598915911,0.2573134785
0.2968512211,nan,0.2968512211,0.2945600467,0.2528464299,nan,0.2528464299,0.2505531609
0.29672804810000003,nan,0.29672804810000003,0.294036336,0.26110096450000003,nan,0.26110096450000003,0.2520074527
0.2952092149,nan,0.2952092149,0.2904620124,0.25436950810000003,nan,0.25436950810000003,0.24740879540000002
0.2956158916,nan,0.2956158916,0.2940921174,0.2576585346,0.0,0.2576585346,0.25727747160000003
0.2952092149,nan,0.2952092149,0.29606174150000003,0.26935844670000003,nan,0.26935844670000003,0.2555581084
0.2952092149,nan,0.2952092149,0.2937118691,0.2602698869,nan,0.2602698869,0.25001119580000003
0.2952092149,nan,0.2952092149,0.2893182292,0.2551256549,nan,0.2551256549,0.2530044091
0.2952092149,nan,0.2952092149,0.28687741580000004,0.2528464299,nan,0.2528464299,0.24942550670000002
0.2952092149,0.0,0.2952092149,0.2719859281,0.2528464299,0.2896900821,0.2528464299,0.2451578052
0.2952092149,0.2264097656,0.2952092149,0.2780619648,0.2528464299,nan,0.2528464299,0.2462600868
0.29552631560000003,nan,0.29552631560000003,0.2926045879,0.2593910135,nan,0.2593910135,0.2517359397
0.29723985540000003,nan,0.29723985540000003,0.26855740235000003,0.2586887504,0.1526243294,0.2586887504,0.24206406390000001
0.2953188554,nan,0.2953188554,0.2574866923,0.2598915911,0.2389599963,0.2598915911,0.2414949043
0.2968512211,nan,0.2968512211,0.2725182149,0.24726525370000002,0.2785012228,0.24726525370000002,0.2457383643
0.29672804810000003,0.272341716,0.29672804810000003,0.2689404876,0.26110096450000003,0.2727530949,0.26110096450000003,0.2442140073
0.29434872230000003,0.2743370821,0.29434872230000003,0.2716615625,0.25436950810000003,0.2727530949,0.25436950810000003,0.2425503337
0.2956158916,0.2618646046,0.2956158916,0.2725040143,0.2576585346,0.281990948,0.2576585346,0.2443336381
0.2924171189,0.0,0.2924171189,0.2685853633,0.26935844670000003,nan,0.26935844670000003,0.2465463579
0.294638746,0.2896900821,0.294638746,0.2696684596,0.2602698869,0.0,0.2602698869,0.2437295672
0.28848290790000003,0.2264097656,0.28848290790000003,0.2740857545,0.2551256549,nan,0.2551256549,0.2457102677
0.28916239860000004,0.28724541,0.28916239860000004,0.268631053,0.2528351189,0.3028649108,0.2528351189,0.2456027369
0.26614787970000003,0.0,0.26614787970000003,0.2532701738,0.24726525370000002,0.2791055821,0.24726525370000002,0.2423139218
0.2784643761,0.2577479672,0.2784643761,0.2661987675,0.24789097140000002,0.2797068199,0.24789097140000002,0.2408525326
0.29552631560000003,nan,0.29552631560000003,0.2729468803,0.2593910135,0.2264097656,0.2593910135,0.24750179760000002
0.29723985540000003,nan,0.29723985540000003,0.2952114504,0.2598915911,0.2896900821,0.2598915911,0.2567170585
0.2968512211,nan,0.2968512211,0.2952908501,0.2546838859,0.0,0.2546838859,0.25084537300000004
0.2985512825,nan,0.2985512825,0.2929032747,0.2604425946,nan,0.2604425946,0.2525269489
0.2985512825,nan,0.2985512825,0.2975074652,0.2604425946,nan,0.2604425946,0.2481912268
0.29672804810000003,nan,0.29672804810000003,0.296141684,0.26110096450000003,nan,0.26110096450000003,0.2545407297
0.2967271634,0.2264097656,0.2967271634,0.2943932591,0.2546838859,0.0,0.2546838859,0.247452784
0.2967271634,nan,0.2967271634,0.29586111460000003,0.2576585346,0.0,0.2576585346,0.247716438
0.2967271634,nan,0.2967271634,0.2986166892,0.26935844670000003,nan,0.26935844670000003,0.2563006188
0.2989142154,nan,0.2989142154,0.29746753200000003,0.2608736089,nan,0.2608736089,0.25646838110000003
0.2967271634,nan,0.2967271634,0.29753142450000003,0.2602698869,nan,0.2602698869,0.2498937232
0.2985512825,0.0,0.2985512825,0.2945811065,0.2604425946,0.0,0.2604425946,0.24989723015
0.2985512825,0.2264097656,0.2985512825,0.2920879175,0.2604425946,0.0,0.2604425946,0.25312013755
0.2967271634,0.2709806842,0.2967271634,0.2803639565,0.2546838859,0.281990948,0.2546838859,0.24548873170000002
0.2967271634,0.3007048828,0.2967271634,0.2854829579,0.2546838859,0.281990948,0.2546838859,0.24574230430000002
0.2967271634,nan,0.2967271634,0.2959403628,0.2593910135,nan,0.2593910135,0.2459381836
0.2996976242,nan,0.2996976242,0.29735705500000004,0.2604425946,nan,0.2604425946,0.2652644151
0.2985512825,nan,0.2985512825,0.2986924548,0.2707669418,nan,0.2707669418,0.25780178330000003
0.2985512825,nan,0.2985512825,0.30010769870000004,0.2769419193,nan,0.2769419193,0.262114815
0.2985512825,nan,0.2985512825,0.2994864828,0.2706743762,nan,0.2706743762,0.2602755311
0.2985512825,nan,0.2985512825,0.291512282,0.2604425946,nan,0.2604425946,0.2524725264
0.2985512825,nan,0.2985512825,0.2917818809,0.2604425946,0.0,0.2604425946,0.2503808655
0.2985512825,nan,0.2985512825,0.29169308800000004,0.2604425946,nan,0.2604425946,0.2549428318
0.2985512825,nan,0.2985512825,0.29843240660000003,0.26049609290000003,nan,0.26049609290000003,0.261268851
0.2985512825,nan,0.2985512825,0.2985784848,0.2604425946,nan,0.2604425946,0.2582218797
0.2985512825,nan,0.2985512825,0.29405160550000004,0.2604425946,nan,0.2604425946,0.25031680840000003
0.2985512825,nan,0.2985512825,0.2983893291,0.2686909757,nan,0.2686909757,0.2583709809
0.2985512825,nan,0.2985512825,0.2970230685,0.2604425946,nan,0.2604425946,0.2568440878
0.2985512825,nan,0.2985512825,0.29922703840000003,0.26555622230000003,nan,0.26555622230000003,0.2593445098
0.2985512825,nan,0.2985512825,0.2986911768,0.2604425946,nan,0.2604425946,0.25666779230000003
0.2985512825,0.2264097656,0.2985512825,0.2948115617,0.2604425946,nan,0.2604425946,0.25243932950000003
0.2985512825,0.0,0.2985512825,0.2885437005,0.2604425946,nan,0.2604425946,0.2498247227
0.2985512825,nan,0.2985512825,0.2984145427,0.2678194854,nan,0.2678194854,0.2566286611
0.2985512825,nan,0.2985512825,0.299888398,0.2604425946,nan,0.2604425946,0.2603112627
0.2985512825,0.2809408069,0.2985512825,0.2726133461,0.2604425946,0.2928228254,0.2604425946,0.2427634367
0.2985512825,nan,0.2985512825,0.2869098792,0.2604425946,0.0,0.2604425946,0.25071459900000004
0.2985512825,0.2896900821,0.2985512825,0.2692684077,0.2604425946,nan,0.2604425946,0.2425090188
0.2968512211,nan,0.2968512211,0.2948007608,0.26110096450000003,nan,0.26110096450000003,0.25351325680000003
0.2968512211,0.302438095,0.2968512211,0.29569114890000003,0.25436950810000003,0.0,0.25436950810000003,0.2525380893
0.2968512211,nan,0.2968512211,0.2937053256,0.2576585346,0.0,0.2576585346,0.25097363570000003
0.2968512211,nan,0.2968512211,0.2966732015,0.26935844670000003,nan,0.26935844670000003,0.2572727897
0.2968512211,0.0,0.2968512211,0.296290112,0.2602698869,nan,0.2602698869,0.2510417051
0.2968512211,nan,0.2968512211,0.29364896430000004,0.2551256549,nan,0.2551256549,0.2497823576
0.2968512211,nan,0.2968512211,0.2874962712,0.2528351189,nan,0.2528351189,0.2502205835
0.2968512211,nan,0.2968512211,0.27607999580000003,0.24704216240000001,0.2896900821,0.24704216240000001,0.2454710081
0.2968512211,0.2896900821,0.2968512211,0.2811828436,0.24789097140000002,0.2264097656,0.24789097140000002,0.24659506490000002
0.2968512211,nan,0.2968512211,0.2945505681,0.2593910135,nan,0.2593910135,0.2589425803
0.29730395930000003,nan,0.29730395930000003,0.29226051940000003,0.2540506511,nan,0.2540506511,0.2467154768
0.2989142154,nan,0.2989142154,0.292454045,0.2608736089,nan,0.2608736089,0.2484349354
0.2943087281,0.281990948,0.2943087281,0.2910941275,0.2540506511,0.2896900821,0.2540506511,0.24807605800000002
0.2932377672,0.281990948,0.2932377672,0.2855185772,0.2540506511,0.2727530949,0.2540506511,0.2487414315
0.2996976242,nan,0.2996976242,0.29211173300000004,0.2589010409,nan,0.2589010409,0.2503480018
0.2962524445,0.0,0.2962524445,0.29267348260000003,0.2707669418,nan,0.2707669418,0.2515104064
0.2984964653,nan,0.2984964653,0.2914466048,0.2769419193,nan,0.2769419193,0.2518653207
0.2932377672,nan,0.2932377672,0.29144755180000004,0.2706743762,nan,0.2706743762,0.2513982634
0.2932377672,nan,0.2932377672,0.2911028758,0.25754470290000003,0.0,0.25754470290000003,0.2467600469
0.2932377672,0.281990948,0.2932377672,0.2861078282,0.2540506511,0.2896900821,0.2540506511,0.2521095042
0.2932377672,nan,0.2932377672,0.2901348151,0.2565674243,nan,0.2565674243,0.24798278840000001
0.2948462432,nan,0.2948462432,0.2913447964,0.26049609290000003,0.2896900821,0.26049609290000003,0.2514186692
0.29547348900000003,nan,0.29547348900000003,0.2920002669,0.25859953820000003,nan,0.25859953820000003,0.2513873265
0.2932377672,nan,0.2932377672,0.2865169607,0.2580668712,nan,0.2580668712,0.24664453
0.2968411892,nan,0.2968411892,0.29210140830000003,0.2686909757,nan,0.2686909757,0.24961385930000002
0.2952328473,nan,0.2952328473,0.2919222883,0.2597791003,nan,0.2597791003,0.2509411433
0.2953109539,nan,0.2953109539,0.2936549959,0.26555622230000003,0.0,0.26555622230000003,0.2513732792
0.2967453351,nan,0.2967453351,0.2913856547,0.26015215070000003,nan,0.26015215070000003,0.2504694449
0.2932377672,nan,0.2932377672,0.2889571624,0.2562399335,nan,0.2562399335,0.2485465466
0.2932377672,0.26468903990000003,0.2932377672,0.28745158930000003,0.2540506511,0.2264097656,0.2540506511,0.2498276093
0.2979930296,nan,0.2979930296,0.2935331372,0.2678194854,nan,0.2678194854,0.2553423879
0.2966195957,nan,0.2966195957,0.29240367840000003,0.2540506511,nan,0.2540506511,0.2512907408
0.2932377672,0.2734944395,0.2932377672,0.2690555431,0.2540506511,0.262201477,0.2540506511,0.24039067050000001
0.2932377672,nan,0.2932377672,0.2842408242,0.2540506511,0.2389599963,0.2540506511,0.2473435988
0.2932377672,0.25511171250000003,0.2932377672,0.2659849298,0.2540506511,0.2689949309,0.2540506511,0.2402779358
