Rmax_OHS,OHS-AND_CA1,Rmax_OHS,OHS-OR_CA1,PossRmax_OHS,OHS-PossAND_CA1,PossRmax_OHS,OHS-PossOR_CA1
0.801873901,nan,0.801873901,0.7914271128500001,0.9160007133,nan,0.9160007133,0.88966383335
0.801873901,nan,0.801873901,0.75469312985,0.8860569335,nan,0.8860569335,0.8947590715
0.801873901,nan,0.801873901,0.7817578358000001,0.9080171249000001,0.5793801643000001,0.9080171249000001,0.91473065995
0.7823504787000001,nan,0.7823504787000001,0.775906721,0.906791122,nan,0.906791122,0.9049736505500001
0.7760936138000001,nan,0.7760936138000001,0.7768813415,0.906791122,0.5793801643000001,0.906791122,0.91733284695
0.9070559181000001,nan,0.9070559181000001,0.8729717570000001,0.9302642288,0.77430703725,0.9302642288,0.9200827626500001
0.8076268853,nan,0.8076268853,0.7706196356,0.906791122,0.8277293768,0.906791122,0.9002229051499999
0.7941439228,nan,0.7941439228,0.7645750421,0.906791122,nan,0.906791122,0.8996485884000001
0.7760936138000001,nan,0.7760936138000001,0.7885861572,0.9033178474,1.0,0.9033178474,0.9179800782
0.8149484057,0.5793801643000001,0.8149484057,0.7751362213,0.9016422344,0.75,0.9016422344,0.8914341497
0.7994997872,0.75,0.7994997872,0.7782832305,0.9016422344,nan,0.9016422344,0.9085950564
0.7760936138000001,nan,0.7760936138000001,0.8138406571,0.9016422344,1.0,0.9016422344,0.9036613258
0.8041946506000001,nan,0.8041946506000001,0.7856133988,0.9016422344,nan,0.9016422344,0.9195400454
0.7784516090000001,nan,0.7784516090000001,0.8110220064,0.9016422344,nan,0.9016422344,0.8970501882
0.8205614728,nan,0.8205614728,0.8210453707,0.9016422344,0.5793801643000001,0.9016422344,0.9036906439
0.795348134,0.8710490643000001,0.795348134,0.8002473943,0.9159314582,0.8277293768,0.9159314582,0.906567746
0.9183541179,0.8180073353,0.9183541179,0.8483125597000001,0.9171115011000001,0.7185463541,0.9171115011000001,0.9082473614000001
0.8745389882,0.6562657891,0.8745389882,0.8505977403,0.9175581121,0.8224908743,0.9175581121,0.9147455053
0.8059690966,nan,0.8059690966,0.8191866240000001,0.9016422344,0.75,0.9016422344,0.9099908471
0.7978191636,nan,0.7978191636,0.7902502899000001,0.9160007133,nan,0.9160007133,0.9005344203500001
0.7978191636,0.5793801643000001,0.7978191636,0.7728266602,0.8976606822000001,0.8277293768,0.8976606822000001,0.88339422025
0.7978191636,nan,0.7978191636,0.80777697015,0.9080171249000001,nan,0.9080171249000001,0.88708304485
0.7823504787000001,nan,0.7823504787000001,0.8097340259500001,0.8926971493,nan,0.8926971493,0.9067485082500001
0.9070559181000001,nan,0.9070559181000001,0.89756596665,0.9302642288,0.8281328945499999,0.9302642288,0.91460803335
0.8076268853,nan,0.8076268853,0.8010856799,0.8943000321000001,1.0,0.8943000321000001,0.8981908146666667
0.7941439228,nan,0.7941439228,0.8037618746,0.8821058877,nan,0.8821058877,0.8897948897
0.7722778148,nan,0.7722778148,0.7577456485,0.9033178474,nan,0.9033178474,0.8948031894
0.8397259754,nan,0.8397259754,0.8429503754000001,0.9003501028,nan,0.9003501028,0.8943941034
0.7961423421,nan,0.7961423421,0.8060272906,0.8953096544,nan,0.8953096544,0.8939759508
0.8149484057,nan,0.8149484057,0.8278544251000001,0.8937801159000001,nan,0.8937801159000001,0.8773948561
0.7994997872,nan,0.7994997872,0.8059237213,0.8926971493,nan,0.8926971493,0.8806451313
0.7722778148,nan,0.7722778148,0.7769545311,0.8936449775,nan,0.8936449775,0.9045096198
0.8041946506000001,nan,0.8041946506000001,0.7931664629,0.8973211671,nan,0.8973211671,0.8629761219000001
0.7857199436000001,nan,0.7857199436000001,0.7679125685,0.8823937607000001,nan,0.8823937607000001,0.8809213910000001
0.7784516090000001,nan,0.7784516090000001,0.8011687163000001,0.8926971493,nan,0.8926971493,0.8975212528000001
0.8205614728,nan,0.8205614728,0.82797023815,0.8926971493,nan,0.8926971493,0.8873389377500001
0.795348134,nan,0.795348134,0.8371361205000001,0.9159314582,1.0,0.9159314582,0.9064207977500001
0.9183541179,nan,0.9183541179,0.8973779183,0.9171115011000001,nan,0.9171115011000001,0.925342505
0.8745389882,nan,0.8745389882,0.8860224245,0.9175581121,nan,0.9175581121,0.9064760092
0.8059690966,nan,0.8059690966,0.8160445383,0.8926971493,nan,0.8926971493,0.9227161908
0.8106569655,0.8277293768,0.8106569655,0.8000968344,0.9070644502,nan,0.9070644502,0.895551811
0.7934435839,nan,0.7934435839,0.7506909084000001,0.8823937607000001,nan,0.8823937607000001,0.9064067917
0.8087603211000001,nan,0.8087603211000001,0.7753029295,0.8823937607000001,nan,0.8823937607000001,0.8960293879000001
0.7915762850000001,nan,0.7915762850000001,0.780203657,0.8823937607000001,nan,0.8823937607000001,0.892914124
0.7857199436000001,nan,0.7857199436000001,0.7765467395000001,0.8868646829,1.0,0.8868646829,0.9054080551
0.7869414758000001,nan,0.7869414758000001,0.7909134778,0.8857601306,0.5793801643000001,0.8857601306,0.9264108057
0.8921920804000001,1.0,0.8921920804000001,0.8283959794,0.9089499883000001,nan,0.9089499883000001,0.9096133531
0.7890760948000001,nan,0.7890760948000001,0.8157254638,0.8890209747000001,nan,0.8890209747000001,0.8747373585
0.8305521638000001,nan,0.8305521638000001,0.8044546289000001,0.8823937607000001,1.0,0.8823937607000001,0.8906758405
0.8036718110000001,nan,0.8036718110000001,0.8032328501,0.8833779501000001,nan,0.8833779501000001,0.9065023399000001
0.7857199436000001,nan,0.7857199436000001,0.7790095316000001,0.8823937607000001,nan,0.8823937607000001,0.9276041158
0.7857199436000001,nan,0.7857199436000001,0.7904326327000001,0.8823937607000001,nan,0.8823937607000001,0.8999417952000001
0.7857199436000001,nan,0.7857199436000001,0.8065105947000001,0.8852780714,nan,0.8852780714,0.8740507157
0.7857199436000001,nan,0.7857199436000001,0.7769753966,0.8930468232000001,nan,0.8930468232000001,0.9114421543000001
0.8583233487,nan,0.8583233487,0.8254870278,0.9149868988000001,nan,0.9149868988000001,0.8902034681000001
0.8529834729,0.6562657891,0.8529834729,0.8245004577,0.8838868163,0.8277293768,0.8838868163,0.8895573483
0.7857199436000001,nan,0.7857199436000001,0.7998505267,0.8823937607000001,nan,0.8823937607000001,0.886576443
0.7857199436000001,nan,0.7857199436000001,0.7691428159,0.8823937607000001,nan,0.8823937607000001,0.903674803
0.8710295493,0.8224908743,0.8710295493,0.8941175587,0.9243063228,0.8180073353,0.9243063228,0.9289818146000001
0.8309133376000001,nan,0.8309133376000001,0.8634113510000001,0.8852445496,1.0,0.8852445496,0.9075018354000001
0.8934479039000001,0.8224908743,0.8934479039000001,0.9057209302,0.9191677197,0.6931267214,0.9191677197,0.9226508034
0.9070559181000001,nan,0.9070559181000001,0.90402419645,0.9302642288,0.8277293768,0.9302642288,0.92288467755
0.8076268853,nan,0.8076268853,0.7613588332000001,0.8943000321000001,nan,0.8943000321000001,0.91353253615
0.7941439228,nan,0.7941439228,0.8072028209000001,0.8786593316,nan,0.8786593316,0.9042903517
0.7650805123000001,nan,0.7650805123000001,0.8069281428,0.9033178474,nan,0.9033178474,0.9168095928000001
0.8149484057,nan,0.8149484057,0.7683663425,0.8937801159000001,nan,0.8937801159000001,0.9122568836
0.7994997872,nan,0.7994997872,0.8056268393,0.8909218804,nan,0.8909218804,0.8859716991000001
0.7682521216,nan,0.7682521216,0.7855897106,0.8936449775,1.0,0.8936449775,0.9074544855000001
0.8041946506000001,nan,0.8041946506000001,0.7645769894000001,0.8973211671,nan,0.8973211671,0.8838275926
0.7784516090000001,nan,0.7784516090000001,0.7528650558000001,0.8866250879,nan,0.8866250879,0.9158612544
0.8205614728,nan,0.8205614728,0.8508818618,0.8866250879,nan,0.8866250879,0.9045631043000001
0.795348134,nan,0.795348134,0.8213838071,0.9159314582,nan,0.9159314582,0.9357715277
0.9183541179,1.0,0.9183541179,0.9016537239,0.9171115011000001,0.5793801643000001,0.9171115011000001,0.9266871695000001
0.8745389882,0.75,0.8745389882,0.8845381554,0.9175581121,nan,0.9175581121,0.8959590496000001
0.8059690966,nan,0.8059690966,0.8526425729,0.8866250879,nan,0.8866250879,0.8938073281000001
0.9070559181000001,nan,0.9070559181000001,0.89079404635,0.9302642288,0.8816150137000001,0.9302642288,0.9266063139
0.9070559181000001,nan,0.9070559181000001,0.9011383078,0.9302642288,0.8710490643000001,0.9302642288,0.9129312580000001
0.896032963,nan,0.896032963,0.8987589415,0.9056204944,0.7632300274,0.9056204944,0.9184534184
0.896032963,0.7966576245,0.896032963,0.8966294490000001,0.9056204944,0.8277293768,0.9056204944,0.916146079
0.896032963,0.7185463541,0.896032963,0.8886020397000001,0.9056204944,0.8277293768,0.9056204944,0.9203885328
0.896032963,0.8710490643000001,0.896032963,0.8856286576,0.9056204944,0.8277293768,0.9056204944,0.9082730444
0.896032963,1.0,0.896032963,0.8928071959,0.9056204944,nan,0.9056204944,0.9158487246
0.896032963,0.5793801643000001,0.896032963,0.8889032173,0.9056204944,1.0,0.9056204944,0.8955477037
0.896032963,0.75,0.896032963,0.8879276061,0.9056204944,nan,0.9056204944,0.9017885011000001
0.896032963,0.8710490643000001,0.896032963,0.8999436056000001,0.9159314582,0.7966576245,0.9159314582,0.9173653796000001
0.9183541179,1.0,0.9183541179,0.9177172062000001,0.9171115011000001,0.8755776674,0.9171115011000001,0.9155816647
0.896032963,0.8181920438,0.896032963,0.9133705895,0.9175581121,0.8113862482,0.9175581121,0.9220634855000001
0.896032963,nan,0.896032963,0.8844470879,0.9056204944,0.75,0.9056204944,0.9125738033
0.7941439228,nan,0.7941439228,0.8144617133000001,0.8786593316,0.5793801643000001,0.8786593316,0.8990704057000001
0.8076268853,nan,0.8076268853,0.7489172659000001,0.9033178474,1.0,0.9033178474,0.8926022939
0.8397259754,nan,0.8397259754,0.8388892839000001,0.9003501028,nan,0.9003501028,0.8999778753000001
0.7961423421,nan,0.7961423421,0.7848143834,0.8953096544,nan,0.8953096544,0.8890448844000001
0.8149484057,nan,0.8149484057,0.7943082494,0.8943000321000001,nan,0.8943000321000001,0.9029442551
0.8076268853,0.75,0.8076268853,0.7930036437,0.8943000321000001,1.0,0.8943000321000001,0.8944041996000001
0.8076268853,nan,0.8076268853,0.7948966824,0.8943000321000001,1.0,0.8943000321000001,0.9235754171
0.8076268853,nan,0.8076268853,0.7745796269,0.8973211671,nan,0.8973211671,0.9134183623000001
0.7752108618,nan,0.7752108618,0.7779990647,0.8824308630000001,nan,0.8824308630000001,0.9072204210000001
0.8076268853,nan,0.8076268853,0.7923848058,0.8943000321000001,nan,0.8943000321000001,0.8864468068
0.8205614728,1.0,0.8205614728,0.79720881295,0.8943000321000001,1.0,0.8943000321000001,0.89249820425
0.8076268853,0.75,0.8076268853,0.81127034725,0.9159314582,1.0,0.9159314582,0.9107277650500001
0.9183541179,0.8224908743,0.9183541179,0.8888563541000001,0.9171115011000001,0.8277293768,0.9171115011000001,0.9002768812
0.8745389882,0.75,0.8745389882,0.8419121452,0.9175581121,0.8277293768,0.9175581121,0.9243512285000001
0.8076268853,nan,0.8076268853,0.7926222930000001,0.8943000321000001,nan,0.8943000321000001,0.9140911231000001
0.8106569655,nan,0.8106569655,0.7787787342,0.9070644502,nan,0.9070644502,0.8725054187
0.7934435839,nan,0.7934435839,0.7662317574,0.8824308630000001,nan,0.8824308630000001,0.9047127638
0.8087603211000001,nan,0.8087603211000001,0.7982373608000001,0.8824308630000001,nan,0.8824308630000001,0.879202068
0.7915762850000001,nan,0.7915762850000001,0.8011279396000001,0.8824308630000001,nan,0.8824308630000001,0.8767972643
0.7752108618,nan,0.7752108618,0.8028007038,0.8868646829,nan,0.8868646829,0.9101962335
0.7869414758000001,nan,0.7869414758000001,0.7904598899,0.8857601306,1.0,0.8857601306,0.9163777253000001
0.8921920804000001,nan,0.8921920804000001,0.8401738847,0.9089499883000001,nan,0.9089499883000001,0.8938590448
0.7890760948000001,nan,0.7890760948000001,0.8328900085000001,0.8890209747000001,nan,0.8890209747000001,0.8933473707
0.8305521638000001,nan,0.8305521638000001,0.8115791595,0.8824308630000001,nan,0.8824308630000001,0.8968554226000001
0.8036718110000001,nan,0.8036718110000001,0.8160854391,0.8833779501000001,nan,0.8833779501000001,0.9143619689
0.7752108618,nan,0.7752108618,0.7716516507000001,0.8824308630000001,nan,0.8824308630000001,0.8957516353
0.7752108618,nan,0.7752108618,0.7725307050000001,0.8824308630000001,nan,0.8824308630000001,0.9006298364
0.7752108618,nan,0.7752108618,0.7518675391,0.8852780714,nan,0.8852780714,0.9002967033
0.7752108618,nan,0.7752108618,0.7807942854000001,0.8930468232000001,nan,0.8930468232000001,0.8660677016
0.8583233487,0.75,0.8583233487,0.8271315037,0.9149868988000001,nan,0.9149868988000001,0.9155838096000001
0.8529834729,1.0,0.8529834729,0.8320588117000001,0.8838868163,nan,0.8838868163,0.9133768807
0.7849804356000001,nan,0.7849804356000001,0.7976528896,0.8824308630000001,nan,0.8824308630000001,0.8933214754000001
0.7752108618,nan,0.7752108618,0.7985298291,0.8824308630000001,nan,0.8824308630000001,0.8842708009
0.8710295493,0.7185463541,0.8710295493,0.8711411697,0.9243063228,0.8224908743,0.9243063228,0.9188022100000001
0.8309133376000001,nan,0.8309133376000001,0.8391884460000001,0.8852445496,1.0,0.8852445496,0.9183687168
0.8934479039000001,0.5793801643000001,0.8934479039000001,0.8866088417,0.9191677197,nan,0.9191677197,0.9173939762000001
0.8149484057,nan,0.8149484057,0.8108735882,0.9033178474,nan,0.9033178474,0.9021657352
0.7994997872,0.7966576245,0.7994997872,0.7643143229,0.9033178474,1.0,0.9033178474,0.8880968047000001
0.7682521216,nan,0.7682521216,0.7992003132000001,0.9033178474,1.0,0.9033178474,0.8890568199000001
0.8041946506000001,nan,0.8041946506000001,0.7829796701,0.9033178474,nan,0.9033178474,0.9186585046
0.7784516090000001,1.0,0.7784516090000001,0.7743304806,0.9033178474,nan,0.9033178474,0.8868983964
0.8205614728,nan,0.8205614728,0.8033981332,0.9033178474,nan,0.9033178474,0.8915257221
0.795348134,nan,0.795348134,0.8330081591,0.9159314582,nan,0.9159314582,0.9011173321
0.9183541179,nan,0.9183541179,0.9121449748,0.9171115011000001,0.5793801643000001,0.9171115011000001,0.9280833737
0.8745389882,0.5793801643000001,0.8745389882,0.8503380810000001,0.9175581121,0.75,0.9175581121,0.9110943846
0.8059690966,nan,0.8059690966,0.7857395965,0.9033178474,nan,0.9033178474,0.9109312205000001
0.8397259754,nan,0.8397259754,0.8315407985000001,0.9003501028,nan,0.9003501028,0.9051622251
0.8397259754,nan,0.8397259754,0.8068157846,0.9003501028,nan,0.9003501028,0.8905169081000001
0.8397259754,0.8277293768,0.8397259754,0.7977742654000001,0.9003501028,0.5793801643000001,0.9003501028,0.8903811778
0.8397259754,0.8277293768,0.8397259754,0.8334416519000001,0.9138052486,0.8277293768,0.9138052486,0.8940870901
0.8397259754,nan,0.8397259754,0.8345636709,0.9070644502,nan,0.9070644502,0.9116311373
0.8397259754,1.0,0.8397259754,0.8395254387000001,0.9003501028,nan,0.9003501028,0.9039840433
0.8397259754,nan,0.8397259754,0.8562777328000001,0.9003501028,nan,0.9003501028,0.9102001264
0.8397259754,nan,0.8397259754,0.8414536998000001,0.9003501028,nan,0.9003501028,0.9004143922000001
0.8397259754,nan,0.8397259754,0.8209490909,0.9003501028,1.0,0.9003501028,0.9178782774
0.8397259754,0.8277293768,0.8397259754,0.8288902873,0.9003501028,0.5793801643000001,0.9003501028,0.8892521027
0.8921920804000001,nan,0.8921920804000001,0.8588128319,0.9089499883000001,nan,0.9089499883000001,0.9083415661
0.8397259754,nan,0.8397259754,0.8319846041000001,0.9003501028,0.5793801643000001,0.9003501028,0.9044803272
0.8397259754,nan,0.8397259754,0.8617799239,0.9003501028,nan,0.9003501028,0.902122639
0.8397259754,nan,0.8397259754,0.8451909655000001,0.9003501028,nan,0.9003501028,0.9254136748
0.8397259754,nan,0.8397259754,0.8359758437,0.9003501028,nan,0.9003501028,0.8945756062
0.8397259754,nan,0.8397259754,0.8258482145,0.9003501028,nan,0.9003501028,0.9084929037
