MSR_CA1,PInfo_CA1,MSR_SUB,PInfo_SUB,MSR_posCA1,PInfo_posCA1,MSR_posSUB,PInfo_posSUB
0.29779345175000005,2.5372341147000004,0.2829697906,0.6646039371,0.29779345175000005,0.48250099345,0.2829697906,0.6543266
0.2937636625,1.98633518925,0.2745100089,0.4696772362,0.2937636625,0.50696440345,0.2745100089,0.6262264309000001
0.2950081952,3.1509642236,0.2767093269,0.5454536447,0.2950081952,0.4019870158,0.2767093269,0.7700009133
0.29496416340000003,1.7229768999,0.2715398506,0.3733407327,0.29496416340000003,0.49148829460000004,0.2715398506,0.6404248058
0.29448972925,3.01656100595,0.27264637185,0.3898254472,0.29448972925,0.2038105494,0.27264637185,0.7535739693000001
0.29612587118,2.61219192678,0.2700038251,0.3301115881,0.29612587118,0.5122395401200001,0.2700038251,0.7040707947
0.29713309045,2.89248723545,0.288373253,0.7911091010000001,0.29713309045,0.38073195495,0.288373253,0.7043123071
0.29611821215,2.01437081615,0.2797852543,0.4517220817,0.29611821215,0.46521869930000004,0.2797852543,1.0041369215
0.296278798425,1.79883899315,0.2857088138,0.4627192591,0.296278798425,0.6987976519500001,0.2857088138,0.9898061586
0.2943759264,2.3053412674000002,0.2699727044,0.3894146321,0.2943759264,0.4295762709,0.2699727044,0.6955549161
0.29363282850000005,1.9669564555,0.2621063637,0.38679352510000004,0.29363282850000005,0.46542892395,0.2621063637,0.5011908441
0.26022221125,0.27544393345,0.2769566141,0.4665280939666667,0.26022221125,1.3342643034000001,0.2769566141,1.3063852457333334
0.2975061004333333,2.4032309986333336,0.26713878570000005,0.3529350699,0.2975061004333333,0.5266555148666666,0.26713878570000005,0.9694006280999999
0.2953188554,2.9678660932,0.28032032846666666,2.6842563222333333,0.2953188554,0.5881430745,0.28032032846666666,0.3238167641333333
0.2968512211,1.7390893525000002,0.2622615781,0.34852582793333337,0.2968512211,0.5042214864,0.2622615781,0.9454013759333334
0.2932377672,1.3026412212,0.26500024398,0.35472055282000003,0.2932377672,0.62284882,0.26500024398,0.89797312518
0.29730395930000003,1.3432928364,0.2766471316,0.38530689035,0.29730395930000003,0.5589744138,0.2766471316,1.23759217675
0.2988599611,1.7763469215,0.2727262152,0.3427780961,0.2988599611,0.4167151189,0.2727262152,1.3845518651
0.2985752481,2.449155013,0.26911381830000003,0.37418476100000003,0.2985752481,0.32949910790000003,0.26911381830000003,0.9065597113
0.2962989632,1.2654885793,0.2762192327352941,0.4524940504294118,0.2962989632,0.6061230501,0.2762192327352941,1.025122798364706
0.2910487412,4.64833931165,0.2731448722333334,0.36510713950000007,0.2910487412,0.3854717348,0.2731448722333334,0.9810343507333333
0.2917847051,5.74452250985,0.2651371887,0.2893237272,0.2917847051,0.3307096793,0.2651371887,1.7245016688500001
0.2950622807,2.6433055115250004,0.26891684421999995,0.37778342732000003,0.2950622807,0.557105159425,0.26891684421999995,0.89024120916
0.29393025275,3.6687483991,0.2743082446818182,0.42200759353636363,0.29393025275,0.43312919695,0.2743082446818182,0.9315244990727273
0.2879024766,4.9868687954999995,0.28502776175,0.7440368795,0.2879024766,0.30755752575,0.28502776175,1.11139333185
0.2669102828,0.3309864292,0.2768080182,0.4927689283,0.2669102828,1.2631678705,0.2768080182,1.0467852539666667
0.2908207011,2.8003148657,0.27521744665,0.47536635745,0.2908207011,0.32278602365000003,0.27521744665,1.004651203225
0.2644434174,0.4571070263,0.2777432696111111,0.5301472853833334,0.2644434174,0.7346754364500001,0.2777432696111111,0.9771798908888889
0.2978026491,3.1657624191,0.26543485974000003,0.30936335592,0.2978026491,0.5363772207,0.26543485974000003,0.9778584697400001
0.2934060174,2.5442730584,0.26384419178333335,0.34271839395000003,0.2934060174,0.37160263060000004,0.26384419178333335,0.9616222392999999
0.29681192970000003,2.8497856896,0.2673222004,0.32611826610000005,0.29681192970000003,0.3538867109,0.2673222004,1.204936273625
0.2947144358,2.1840561059,0.2646734991,0.2739101369,0.2947144358,0.4348328537,0.2646734991,1.2210201749
0.2976597198,3.9273339087,0.2656379039904762,0.36697071437619044,0.2976597198,0.4403929736,0.2656379039904762,0.9640322815619048
0.29569713200000003,1.7563874392,0.2697424581,0.36048418200000004,0.29569713200000003,0.6017175130000001,0.2697424581,1.2576557741
0.29672804810000003,2.0789817742,0.2684644963181818,0.47770000298181825,0.29672804810000003,0.4592746419,0.2684644963181818,0.872254358
0.29434872230000003,1.3479209027999999,0.27430080686666664,0.44377210056666666,0.29434872230000003,0.5034559501,0.27430080686666664,1.0401810209666666
0.2956158916,2.3117214516,0.2625179771190476,0.40269759421904766,0.2956158916,0.463473055,0.2625179771190476,0.7598004702238097
0.2924171189,3.0421140149,0.26233231364000004,0.41169030329500006,0.2924171189,0.2194642856,0.26233231364000004,0.794607442045
0.29678173215000003,3.27994124995,0.2625301721941177,0.22510137698235297,0.29678173215000003,0.30979954415,0.2625301721941177,1.5013677088764705
0.294638746,2.8821552565,0.280610408925,0.553874508575,0.294638746,0.3473771802,0.280610408925,1.0857121351
0.29139581800000003,1.68053154455,0.27507179303333334,0.4840902022,0.29139581800000003,0.5630657855000001,0.27507179303333334,1.4691788519333333
0.2875876243666667,0.9119345494666667,0.2751587414,0.5581093447000001,0.2875876243666667,0.5919141154666666,0.2751587414,0.5705043339
0.26414912700000004,0.33366573850000003,0.2746310070181818,0.6486412005363636,0.26414912700000004,0.9350830173,0.2746310070181818,0.6773678091727272
0.2784643761,0.47403402450000004,0.2615558080375,0.29267402751250005,0.2784643761,0.9011397026,0.2615558080375,1.05112169275
0.29552631560000003,2.1486444964,0.26655165735,0.3843368432,0.29552631560000003,0.4930270808,0.26655165735,0.983071096175
0.2950905112,3.1212543889999997,0.28351509680000003,0.6158424857666667,0.2950905112,0.29292991645,0.28351509680000003,1.3560828085333334
0.29514138865,3.23292998295,0.26186810273333333,0.37846519380000004,0.29514138865,0.19881628245,0.26186810273333333,0.7158443731333334
0.29852300460000003,2.753897621,0.2693670574611111,0.47968700898888883,0.29852300460000003,0.1564776418,0.2693670574611111,0.8846571451833334
0.2869514888,2.137798095,0.2671268116,0.4404986906333333,0.2869514888,0.21414276040000002,0.2671268116,0.8771971483000001
0.29025008055,1.46518498065,0.2913756049666667,1.3791794698666664,0.29025008055,0.5879490121000001,0.2913756049666667,0.45083054073333334
0.289103001,1.5784713691999999,0.27018207712500003,0.4904421292000001,0.289103001,0.667395901,0.27018207712500003,1.4546489622250003
0.27543748970000004,0.5473763719,0.2854225546882353,0.6792290690764706,0.27543748970000004,0.44737715600000005,0.2854225546882353,0.9112703667470589
0.29283920345000003,1.50066711575,0.26997314512500004,0.415281877475,0.29283920345000003,0.48203901965,0.26997314512500004,0.84558655495
0.29547348900000003,2.0042589887,0.27464450653333333,0.5224611967333334,0.29547348900000003,0.3143023063,0.27464450653333333,0.9110766159333333
