Rmax_MSR,MSR-AND_SUB,Rmax_MSR,MSR-OR_SUB,PossRmax_MSR,MSR-PossAND_SUB,PossRmax_MSR,MSR-PossOR_SUB
0.27983955875,0.0,0.27983955875,0.2757290418,0.24851381765,0.2912651404,0.24851381765,0.2465872687
0.27804056615,0.0,0.27804056615,0.2642700918,0.25026623095,0.2264097656,0.25026623095,0.24417548050000001
0.2856715218,0.0,0.2856715218,0.2798225461,0.24911210475,0.2570867128,0.24911210475,0.2452538985
0.28433930220000003,0.0,0.28433930220000003,0.2767563639,0.2476166656,0.2788408276,0.2476166656,0.2432710777
0.27302492975000003,0.0,0.27302492975000003,0.2669948276,0.24782583435,0.23252245300000002,0.24782583435,0.2462046313
0.27334570545000003,0.0,0.27334570545000003,0.2673356805,0.2493093709,0.27405881200000004,0.2493093709,0.2426591055
0.272256917,0.0,0.272256917,0.26490529960000003,0.24901354295,0.2646587205,0.24901354295,0.2453656542
0.2771476316,0.0,0.2771476316,0.274705863,0.2458279033,0.2876791969,0.2458279033,0.2414668203
0.27224135665,0.0,0.27224135665,0.2658458172,0.2476352274,0.28801912220000003,0.2476352274,0.24626386050000001
0.2683081863,0.0,0.2683081863,0.2654690174,0.25120241525000003,0.2264097656,0.25120241525000003,0.2517701603
0.2749103343,0.0,0.2749103343,0.2683930249,0.24707386750000002,0.2673975615,0.24707386750000002,0.2433746262
0.28254128995,0.0,0.28254128995,0.2776865948,0.2459197413,0.2932877037,0.2459197413,0.2450603886
0.28120907035,0.0,0.28120907035,0.2704248884,0.24442430215,0.2938921498,0.24442430215,0.2414404275
0.2718606263,0.0,0.2718606263,0.2704690218,0.24809427415000002,0.26592064860000003,0.24809427415000002,0.2460724145
0.27077183785000003,0.0,0.27077183785000003,0.2629153919,0.24779844620000002,0.3018878137,0.24779844620000002,0.24585657830000002
0.27566255245000004,0.0,0.27566255245000004,0.27627896350000003,0.24461280655,0.2792359453,0.24461280655,0.2409118888
0.2707562775,0.0,0.2707562775,0.2606985745,0.24642013065,0.2590611695,0.24642013065,0.2462283673
0.26682310715,0.0,0.26682310715,0.2647034186,0.24998731850000003,0.2727530949,0.24998731850000003,0.2481436307
0.27109261355000003,0.0,0.27109261355000003,0.2626912115,0.24928198275000002,0.2940001295,0.24928198275000002,0.2448323161
0.28074229735,0.0,0.28074229735,0.2752570131,0.24767215460000003,0.2769109477,0.24767215460000003,0.2436041069
0.27598332815000004,0.0,0.27598332815000004,0.2732156907,0.2460963431,0.2751239976,0.2460963431,0.24064479360000002
0.27941007775000004,0.0,0.27941007775000004,0.2791532142,0.24617671545000003,0.2593251959,0.24617671545000003,0.2441446387
0.2710770532,0.2898287436,0.2710770532,0.2609451796,0.2479036672,0.2577744262,0.2479036672,0.2420126642
0.26714388285,0.0,0.26714388285,0.2683516453,0.25147085505,0.2264097656,0.25147085505,0.2479341286
0.2748945397,0.0,0.2748945397,0.2712323457,0.24580051515,0.288228926,0.24580051515,0.2415082027
0.26998826475,0.0,0.26998826475,0.2671025836,0.24760783925000002,0.2903729565,0.24760783925000002,0.2445092282
0.26605509439999997,0.0,0.26605509439999997,0.263496509,0.2511750271,0.2491668524,0.2511750271,0.249326873
0.2870410334,0.0,0.2870410334,0.2815436637,0.24502258925,0.2908459973,0.24502258925,0.2402526083
0.27487897935,0.0,0.27487897935,0.2722102779,0.2444221996,0.282993793,0.2444221996,0.24075750710000002
0.270945809,0.0,0.270945809,0.2778572635,0.24798938745000004,0.2853403789,0.24798938745000004,0.2411931763
0.26603953405,0.0,0.26603953405,0.2622343622,0.24979671155000002,0.2710322155,0.24979671155000002,0.24624936320000002
0.27204769990000005,0.0,0.27204769990000005,0.2695925613333333,0.24548560266666666,0.29045619613333334,0.24548560266666666,0.23986418043333335
0.27863723528333334,0.0,0.27863723528333334,0.2770233864,0.2541052806833333,0.281990948,0.2541052806833333,0.24287425623333334
0.26960909609999995,0.0,0.26960909609999995,0.2681876382333333,0.24589874763333333,0.28358142503333333,0.24589874763333333,0.2395393179666667
0.2733485706,0.29361191410000004,0.2733485706,0.2716892385,0.24724902135,0.3021738946,0.24724902135,0.2394073065
0.27653252095,0.28517150430000004,0.27653252095,0.27176268020000005,0.245145255025,0.27594979665,0.245145255025,0.24176392235
0.27392053707499997,0.26996025285,0.27392053707499997,0.27021048895,0.246114900225,0.26427803380000003,0.246114900225,0.24128767245000002
0.27548215054999997,0.2830918078666667,0.27548215054999997,0.2700395747666667,0.24523110574999998,0.2715130903666667,0.24523110574999998,0.24118351289999998
0.27112841099999996,0.2787376313,0.27112841099999996,0.26642248100000004,0.24439822830000002,0.2809032728,0.24439822830000002,0.2387417118
0.269547349175,0.2906407419,0.269547349175,0.2690983496,0.244884199025,0.280381671,0.244884199025,0.24073216760000002
0.27396980918333336,0.27926155943333336,0.27396980918333336,0.2696790814666667,0.24613399618333331,0.2753660025,0.24613399618333331,0.24143970146666668
0.2726227716,0.2794984398,0.2726227716,0.27140107715,0.246003243225,0.28586705685,0.246003243225,0.24131455670000002
0.27127213251666665,0.28030969170000003,0.27127213251666665,0.26752501740000006,0.24568836786666667,0.2830974553,0.24568836786666667,0.24089452476666665
0.2760142035666666,0.27958261246666666,0.2760142035666666,0.2691725067333333,0.24263125846666667,0.27244955913333335,0.24263125846666667,0.23844024473333333
0.28023585545,0.2770570707,0.28023585545,0.27127081503333333,0.24345756815,0.2757890683,0.24345756815,0.23926311636666667
0.28416610953333327,0.2801495093333334,0.28416610953333327,0.2761349321666667,0.25424753056666666,0.2896900821,0.25424753056666666,0.24320829263333332
0.2758005603166667,0.28758954023333333,0.2758005603166667,0.2742619641333333,0.24633600496666666,0.2819047112,0.24633600496666666,0.24084431466666667
0.27342733781666667,0.2729779974666667,0.27342733781666667,0.26755081183333335,0.24453260983333333,0.2748963770333333,0.24453260983333333,0.24034511993333332
0.27342733781666667,0.2729779974666667,0.27342733781666667,0.26755081183333335,0.24522623123333334,0.2767101503666667,0.24522623123333334,0.24148767070000002
0.27169925603333334,0.2885756643,0.27169925603333334,0.27014875256666665,0.24406318401666668,0.28290266593333335,0.24406318401666668,0.23987675856666668
