OHS-OR_CA1,OHS-XOR_CA1,OHS-PossOR_CA1,OHS-PossXOR_CA1
0.7848143834,0.7848143834,0.8890448844000001,0.8890448844000001
0.7943082494,0.7944514717000001,0.9029442551,0.9028902461
0.7930036437,0.7931863395000001,0.8944041996000001,0.8944725370000001
0.7948966824,0.7949906482,0.9235754171,0.9234945973
0.7745796269,0.7745796269,0.9134183623000001,0.913351338
0.7779990647,0.7779990647,0.9072204210000001,0.9072204210000001
0.7923848058,0.7923848058,0.8864468068,0.8864468068
0.79720881295,0.7972642703,0.89249820425,0.8925210934500001
0.81127034725,0.816599732,0.9107277650500001,0.91077486775
0.8888563541000001,0.8892372564000001,0.9002768812,0.9003687634
0.8419121452,0.8742946534,0.9243512285000001,0.9243720617000001
0.7926222930000001,0.7926222930000001,0.9140911231000001,0.9141276118
0.7787787342,0.7787787342,0.8725054187,0.8725054187
0.7662317574,0.7662317574,0.9047127638,0.9047127638
0.7982373608000001,0.7982373608000001,0.879202068,0.879202068
0.8011279396000001,0.8011279396000001,0.8767972643,0.8767972643
0.8028007038,0.8028007038,0.9101962335,0.9101962335
0.7904598899,0.7904598899,0.9163777253000001,0.9163727824000001
0.8401738847,0.8401738847,0.8938590448,0.8938590448
0.8328900085000001,0.8328900085000001,0.8933473707,0.8933473707
0.8115791595,0.8115791595,0.8968554226000001,0.8967366129000001
0.8160854391,0.8160854391,0.9143619689,0.9143619689
0.7716516507000001,0.7716516507000001,0.8957516353,0.8957516353
0.7725307050000001,0.7725307050000001,0.9006298364,0.9006298364
0.7518675391,0.7518675391,0.9002967033,0.9002967033
0.7807942854000001,0.7807942854000001,0.8660677016,0.8660677016
0.8271315037,0.8277765142,0.9155838096000001,0.9155305329000001
0.8320588117000001,0.8321761905,0.9133768807,0.913425401
0.7976528896,0.7976528896,0.8933214754000001,0.8932048126000001
0.7985298291,0.7985298291,0.8842708009,0.8845037246
0.8711411697,0.8712332988,0.9188022100000001,0.9188168885
0.8391884460000001,0.8393151892,0.9183687168,0.9183653823000001
0.8866088417,0.8866567262,0.9173939762000001,0.9174076892
0.8108735882,0.8109357255,0.9021657352,0.9021086420000001
0.7643143229,0.7647143112,0.8880968047000001,0.8882050291
0.7992003132000001,0.7992003132000001,0.8890568199000001,0.8890214135000001
0.7829796701,0.7829796701,0.9186585046,0.9186585046
0.7743304806,0.7745845071,0.8868983964,0.8868983964
0.8033981332,0.8033981332,0.8915257221,0.8915257221
0.8330081591,0.8329447053,0.9011173321,0.9011173321
0.9121449748,0.9121654778,0.9280833737,0.9280968037
0.8503380810000001,0.8504082154,0.9110943846,0.9111308624000001
0.7857395965,0.7857395965,0.9109312205000001,0.9109312205000001
0.8315407985000001,0.8315407985000001,0.9051622251,0.9011426644
0.8068157846,0.8001707356000001,0.8905169081000001,0.8905597105
0.7977742654000001,0.7979393203,0.8903811778,0.8904253907
0.8334416519000001,0.8336522669,0.8940870901,0.8940792551000001
0.8345636709,0.8346305676,0.9116311373,0.9116656367
0.8395254387000001,0.8393734933,0.9039840433,0.9039840433
0.8562777328000001,0.8562777328000001,0.9102001264,0.9102001264
0.8414536998000001,0.8414536998000001,0.9004143922000001,0.9004143922000001
0.8209490909,0.8209490909,0.9178782774,0.9178740621
0.8288902873,0.8289778421,0.8892521027,0.8893104992
0.8588128319,0.8588722317,0.9083415661,0.9083103043
0.8319846041000001,0.8320381426000001,0.9044803272,0.9044271758
0.8617799239,0.8617799239,0.902122639,0.9020789792
0.8451909655000001,0.8452487104,0.9254136748,0.9254136748
0.8359758437,0.8359758437,0.8945756062,0.8945756062
0.8258482145,0.8257744403,0.9084929037,0.9085202524
0.815230997,0.8153345230000001,0.9053757013,0.9052966455
0.8216602514,0.8216602514,0.9138505422000001,0.9139074353000001
0.8587516406,0.8588053452000001,0.9205518763,0.9205243986
0.8353142607,0.8357513584,0.8941891603000001,0.8942516336
0.828083424,0.828083424,0.8958823884,0.8958823884
0.8484318504,0.8484811834,0.9073226229,0.9073226229
0.8910975635,0.8911735697000001,0.9101131586000001,0.9102263287000001
0.8873674709,0.8873912599,0.9086659604,0.9047970380000001
0.9006494276,0.900749886,0.9103870148000001,0.9104600763
0.8134903162,0.8134903162,0.8953543358,0.8954470840000001
0.8057183491000001,0.8057922709,0.9014521795,0.9015872181000001
0.8293618651,0.8294283329000001,0.8845744373000001,0.8846125401
0.8144719180000001,0.8144719180000001,0.8772858254,0.8772858254
0.8025924074,0.8025924074,0.8922041645000001,0.8922041645000001
0.7980918608,0.7980918608,0.8971125735000001,0.8971125735000001
0.8182307981,0.8090363993,0.8868905488000001,0.8868905488000001
0.7985109813,0.7986796184,0.8900359050000001,0.889997526
0.8253360397,0.8253757162,0.8926413856000001,0.8926711046
0.8653940924,0.8654841053000001,0.9012841931000001,0.9014275691
0.7995694717,0.8280612430000001,0.8932834637,0.8932834637
0.8146715088,0.8148093835,0.9093071912,0.9093071912
0.8249219714,0.8250652229000001,0.9069548655,0.9069813943
0.8003434643,0.8005625435,0.9137384065,0.9137384065
0.8304493019,0.8304493019,0.8879166364000001,0.8879166364000001
0.7819986764,0.7819986764,0.9071769994000001,0.9071255257
0.7745549740000001,0.7745549740000001,0.9167146629,0.9167146629
0.8455231106000001,0.8454562955,0.9163037384,0.9164439416
0.8057351957000001,0.8057939836,0.9184008451000001,0.9184976685
0.8222331756,0.8222331756,0.8877814319,0.8877134174
0.8369243137,0.8369243137,0.8870690911,0.8871418832
0.8912375407,0.8913429989,0.9131051363,0.9131664490000001
0.8517041084,0.8518472594000001,0.9050045013,0.905038514
0.8814930101,0.8815915164,0.925879518,0.9259351261000001
0.8030889495,0.8030889495,0.8892608365,0.8892608365
0.8137127116,0.8137127116,0.9078046838,0.9078046838
0.7667143121000001,0.7667143121000001,0.8989341553,0.8990113217000001
0.7950852336,0.7950852336,0.8906255723000001,0.8906820470000001
0.8142667304000001,0.8142667304000001,0.860595297,0.860595297
0.7609498913,0.7609498913,0.9015810952000001,0.9015810952000001
0.7659684657,0.7659684657,0.9098025027000001,0.9097614113
0.8307348256,0.8307348256,0.9017953601,0.9017953601
0.8651739113,0.8652504898000001,0.9207113238,0.9206752336
0.8315439146,0.8317674939,0.8963980229,0.8963980229
0.8257251348,0.8257251348,0.8925826482,0.8926186799
0.7870541054,0.7870541054,0.8774145240000001,0.8774145240000001
0.8492159652,0.8492159652,0.8927519465,0.8927519465
0.8212420593,0.8212420593,0.8986863166,0.8986863166
0.7686548457,0.7686548457,0.8957815561,0.8959341046
0.8450770390000001,0.8450770390000001,0.8977714072,0.8977994737
0.8722627688,0.8723484024,0.9138523495,0.9138960794000001
0.7497040358,0.7497040358,0.9040629704,0.9041641711
0.7890634928,0.7890634928,0.8914462185,0.8914462185
0.8271466721,0.8271466721,0.8981473906,0.8981473906
0.7565929493,0.7565929493,0.9082579927000001,0.9082579927000001
0.7391305838000001,0.7391305838000001,0.8765708078000001,0.876719812
0.808134337,0.808134337,0.8965877501,0.8966363413
0.8105679581,0.8105679581,0.881352397,0.881352397
0.8502805917,0.8502805917,0.8969608684,0.896898822
0.8055179727,0.8055179727,0.9066170335,0.9066170335
0.7925010533,0.7925010533,0.8528245006,0.8528245006
0.7510507635,0.7758191455,0.905723378,0.905723378
0.7933857667,0.7934575694,0.8932421335,0.8933045843
0.8639047416000001,0.8639380816000001,0.9078500454,0.9078500454
0.7930462691,0.7930462691,0.8751713520000001,0.8751713520000001
0.746542476,0.746542476,0.9158665627,0.9158665627
0.7784934923,0.7784934923,0.8938602144000001,0.8938602144000001
0.8274858149000001,0.8274858149000001,0.8738787174,0.8738787174
0.8007833601000001,0.8007833601000001,0.8580576177,0.8580576177
0.7476151562000001,0.7475520972,0.8968387352,0.8968387352
0.8298752545,0.8299732775,0.9129676269,0.9130506106
0.8754507982,0.8755265531,0.9214189158,0.9214563048000001
0.8279521296,0.8281132371000001,0.8928686694,0.8928686694
0.7744643586000001,0.7744643586000001,0.8692250051,0.8692250051
0.7766572461,0.7766572461,0.8618933786,0.8618933786
0.8177931686000001,0.8177931686000001,0.8926613903,0.8926613903
0.8091445317,0.8091445317,0.9122476421,0.9123655601
0.8246811110000001,0.8247024102,0.9017885719000001,0.9017885719000001
0.8509460320000001,0.8510675461,0.9119379221,0.9119776091
0.8093032821,0.8094308422000001,0.9227344449,0.9227003217
0.8096793618,0.8096793618,0.8918210023,0.8917651819
0.8265453515000001,0.8265453515000001,0.9127257660000001,0.9127453185000001
0.8468225287000001,0.8468225287000001,0.9083237663,0.9084176386
0.8861400839,0.8862438967,0.9191559846,0.9192258826
0.8293290784,0.8293290784,0.9106737979,0.9106905775
0.8191744942,0.7853334265,0.9011872565,0.9012709940000001
0.82282194,0.8143719658,0.8820323366,0.8820323366
0.8112618917000001,0.8113493208,0.9003308822,0.9003308822
0.8205456444,0.8205456444,0.9016310805000001,0.9016310805000001
0.8052611624,0.8051902497000001,0.9053714089,0.90548023
0.8505405856,0.8506133606,0.9143528289,0.9143999923
0.8845987137,0.8847424309,0.9211374228,0.9211822914000001
0.8214963212,0.8215745483,0.8838493510000001,0.8839329627
0.8108981030000001,0.8109113999,0.8989311764000001,0.8989311764000001
0.8209775982,0.8209775982,0.8999554270000001,0.8999875902000001
0.8222354144,0.8223649864,0.9209433123,0.9209433123
0.8303440859000001,0.8303440859000001,0.9181305575,0.9181305575
0.7414896151000001,0.7414896151000001,0.8993217512,0.8993217512
0.7237647309,0.7237647309,0.8706192337,0.8703704910500001
0.7561770751500001,0.7561770751500001,0.89288314895,0.89288314895
0.85706652765,0.85706652765,0.915818236,0.9158290422
0.7620233112000001,0.7620233112000001,0.89604313485,0.89604313485
0.7898443953000001,0.7899048151000001,0.9001997778,0.90033546075
0.90318945225,0.9032360641000001,0.91595209545,0.9159486989000001
0.7625620232,0.7625620232,0.8891088914,0.8891088914
0.7900990003,0.7837105279500001,0.9044283660500001,0.9044283660500001
0.7980847280500001,0.7980847280500001,0.9050782604000001,0.9050561594500001
0.7843059468,0.7843059468,0.88963833355,0.8896925791000001
0.79531781045,0.79531781045,0.89194535695,0.89194535695
0.88723515785,0.88723515785,0.9194507984,0.9194654252000001
0.8041643126,0.8041643126,0.8989803049,0.8990856190000001
0.7827405208,0.7827405208,0.9178385788000001,0.9178385788000001
0.8076119881,0.8076119881,0.8982385694,0.8982385694
0.80098478975,0.80098478975,0.89057098185,0.8906001273
0.80835476615,0.80835476615,0.8735215356000001,0.8735215356000001
0.754099588,0.754099588,0.88627807015,0.88623788645
0.7023572383000001,0.7023572383000001,0.9110303446,0.9110303446
0.8556418074500001,0.8556418074500001,0.91651264555,0.9165578113
0.7873335985500001,0.7873335985500001,0.8987891273499999,0.8987891273499999
0.8449070874,0.8449070874,0.90797320645,0.9080033148500001
0.833430432,0.833430432,0.8913188432,0.891400049
0.7894030541,0.7894030541,0.9008811362,0.9009701582
0.7994837271,0.7673328273000001,0.9187124968,0.9001082702000001
0.76406826915,0.7640783456,0.8920130127,0.8920477630500001
0.7964004156500001,0.7879218651,0.9129120001500001,0.91289334705
0.8856172623,0.8857509182000001,0.9190199766,0.9190718605000001
0.7638157532500001,0.7638970842,0.88574205115,0.8857942885500001
0.7974177680500001,0.7974959407,0.8994790729000001,0.8994525204500001
0.7950624165,0.7950624165,0.9015405702500001,0.90155850135
0.7881501819000001,0.7881501819000001,0.8938682607,0.8938682607
0.7444006346,0.7444006346,0.88800196805,0.88800196805
0.8662596929499999,0.8662596929499999,0.917221898,0.9172416601
0.7807357256,0.7807619879500001,0.9048577528,0.9049193068500001
0.7811797691,0.7813367373,0.90437897725,0.9044687194500001
0.8930012955000001,0.89316335815,0.9230736119,0.92310599505
0.75670948605,0.7569408343999999,0.84701741605,0.84701741605
0.7697654343,0.7697801200500001,0.8873396352,0.8873396352
0.7658153399500001,0.7658153399500001,0.886395563,0.8864287191
0.8598670663000001,0.8598670663000001,0.9256513343000001,0.9256423014
0.7739195046,0.7739195046,0.9017552571,0.9017552571
0.7884559629500001,0.7657929907500001,0.89470048485,0.8947247351000001
0.9041970155000001,0.9042436304500001,0.9257875703,0.92579899725
0.76933163255,0.7692882148,0.8784749904,0.8784749904
0.78719855725,0.78719855725,0.8888296305500001,0.8888882614
0.7990509412,0.79916496595,0.8981936959500001,0.89830887935
0.8617865573500001,0.8619204421,0.91393969745,0.9139745545
0.8690708085500001,0.8692047586,0.92281141825,0.9228380585
0.90484985115,0.9051260515,0.92273252645,0.9229171694
0.8648432108,0.86485655375,0.91565418185,0.9156507767500001
0.8717940899000001,0.8743744706000001,0.92346406065,0.92347896845
0.8473030475000001,0.84745508225,0.91660093625,0.9167092719000001
0.8690864756500001,0.8690864756500001,0.90824248105,0.90822249745
0.8266690696000001,0.8266690696000001,0.893106221,0.893106221
0.7895998972,0.7895998972,0.8873561294000001,0.8873561294000001
0.8307851648,0.8307851648,0.8895184584,0.8895184584
0.78894250655,0.78894250655,0.8758021141000001,0.8758021141000001
0.7685344826,0.7685344826,0.89791508715,0.89791508715
0.8764767737,0.8764767737,0.9164586436000001,0.9164586436000001
0.8765388343,0.8765388343,0.8957096391,0.8956666403
0.8846767519000001,0.8846767519000001,0.8955689997,0.8955689997
0.83167001215,0.8351888676500001,0.8999937744,0.89998811395
0.8660727957000001,0.86618079985,0.9077266391500001,0.9077450254
0.7624025245,0.7624025245,0.9060762556,0.9060762556
0.8062403634,0.8062403634,0.9023565914,0.9023565914
0.7748555908,0.7748555908,0.8798319326,0.8798319326
0.7784537284,0.7784537284,0.9067107689,0.9067107689
0.7820657181,0.7820657181,0.9063421248,0.9063421248
0.7626838772000001,0.7626838772000001,0.8789991198,0.8789991198
0.7736259829000001,0.7736259829000001,0.8858035054000001,0.8858035054000001
0.7815178947,0.7815178947,0.9001522187000001,0.9001522187000001
0.790981441,0.790981441,0.9075449022000001,0.9075449022000001
0.8238953135,0.8238953135,0.9026344671000001,0.9026344671000001
0.8081319612000001,0.8081319612000001,0.8920721588,0.8920721588
0.806957605,0.806957605,0.904045783,0.904045783
0.8280502761,0.8280502761,0.8594522714,0.8594522714
0.7962959381,0.7962959381,0.8967891881000001,0.8967891881000001
0.8382099128,0.8382099128,0.8984543693,0.8984543693
0.824710495,0.824710495,0.8805337344,0.8805337344
0.9060782492,0.9060782492,0.9063530808,0.9063626302000001
0.853185893,0.853185893,0.9135046855000001,0.913528325
0.8054890977,0.8054890977,0.9068036593000001,0.9068944428
0.8080177627,0.8080686504,0.9041848444,0.9042775882
0.8085522123000001,0.8085522123000001,0.8923418826,0.8922578449
0.7945903371,0.7945903371,0.9246413461,0.9246413461
0.8526283964,0.8526283964,0.9104038623,0.9103600863
0.8276361658,0.8276361658,0.9182481928,0.9184190276
0.8942524374,0.8942524374,0.9124267854,0.9123787979
0.8678732508,0.8678732508,0.9103191789,0.9103505461
0.7995879503000001,0.7995976287000001,0.8949375817,0.8949964650000001
0.784481964,0.784481964,0.8888293118,0.8888293118
0.7924407932,0.7924407932,0.9017170105000001,0.9017170105000001
0.8397542141000001,0.8397542141000001,0.9125615639,0.9126454396
0.8168546672,0.8168546672,0.9059018896000001,0.9058492681
0.90596522,0.90596522,0.9125968298,0.9126085462
0.8457941672,0.8457941672,0.9225733222,0.9226245434
