Nspikes,OHS-OR_CA1,Rmax_OHS-OR_CA1,Nspikes,OHS-OR_SUB,Rmax_OHS-OR_SUB,Nspikes,OHS-AND_CA1,Rmax_OHS-AND_CA1,Nspikes,OHS-AND_SUB,Rmax_OHS-AND_SUB,Poss_Nspikes,OHS-PossOR_CA1,Rmax_OHS-PossOR_CA1,Poss_Nspikes,OHS-PossOR_SUB,Rmax_OHS-PossOR_SUB,Poss_Nspikes,OHS-PossAND_CA1,Rmax_OHS-PossAND_CA1,Poss_Nspikes,OHS-PossAND_SUB,Rmax_OHS-PossAND_SUB
16.666666666666668,0.7727776484000001,0.8076268853,16.666666666666668,0.8520886583666667,0.8551915426000001,16.666666666666668,nan,0.8076268853,16.666666666666668,0.7840504277333333,0.8551915426000001,15.333333333333334,0.9056031610666667,0.9099538883,15.333333333333334,0.9256275459,0.9223253969,15.333333333333334,nan,0.9099538883,15.333333333333334,0.7647587437666669,0.9223253969
9.666666666666666,0.7671575366000001,0.7941439228,9.666666666666666,0.8522713709333334,0.8551915426000001,9.666666666666666,nan,0.7941439228,9.666666666666666,0.7743075751666666,0.8551915426000001,13.0,0.8929829808,0.8786593316,13.0,0.9181126650666668,0.9241534326,13.0,nan,0.8786593316,13.0,0.8248098095,0.9241534326
4.666666666666667,0.7752358665,0.7650805123000001,4.666666666666667,0.8680095549666667,0.8551915426000001,4.666666666666667,nan,0.7650805123000001,4.666666666666667,0.6618819844666667,0.8551915426000001,6.0,0.9071266415,0.9099538883,6.0,0.9112912440333334,0.9223253969,6.0,1.0,0.9099538883,6.0,0.7850147434,0.9223253969
17.666666666666668,0.8176732046,0.8397259754,17.666666666666668,0.8795005664,0.9005832965,17.666666666666668,nan,0.8397259754,17.666666666666668,0.7905799403333335,0.9005832965,19.0,0.8994576484000001,0.9003501028,19.0,0.9185992945,0.9223253969,19.0,nan,0.9003501028,19.0,0.7436524815666669,0.9223253969
29.0,0.7890699613000001,0.7961423421,29.0,0.8687267005333333,0.8551915426000001,29.0,nan,0.7961423421,29.0,0.8454253870666667,0.8551915426000001,20.333333333333332,0.8962338357,0.8953096544,20.333333333333332,0.9173811997333333,0.9223253969,20.333333333333332,nan,0.8953096544,20.333333333333332,0.8174528531333333,0.9223253969
22.666666666666668,0.8215213591,0.8348142038,22.666666666666668,0.8914772261333334,0.9158652133,22.666666666666668,nan,0.8348142038,22.666666666666668,0.7905880219666667,0.9158652133,22.666666666666668,0.8891965982000001,0.8961088937,22.666666666666668,0.9135615162,0.9223253969,22.666666666666668,nan,0.8961088937,22.666666666666668,0.8262250278000001,0.9223253969
12.666666666666666,0.8002771959,0.7924525231,12.666666666666666,0.8749846744666666,0.8551915426000001,12.666666666666666,nan,0.7924525231,12.666666666666666,0.7369092826000001,0.8551915426000001,11.0,0.9112321168,0.8961088937,11.0,0.9158611717666667,0.9223253969,11.0,nan,0.8961088937,11.0,0.7838055247,0.9223253969
15.333333333333334,0.7930005606,0.8216670422,15.333333333333334,0.8670496192,0.8662590491000001,15.333333333333334,nan,0.8216670422,15.333333333333334,0.7849211938999999,0.8662590491000001,14.666666666666666,0.8991769968000001,0.9060971873,14.666666666666666,0.9163662557666669,0.9223253969,14.666666666666666,nan,0.9060971873,14.666666666666666,0.8052171233,0.9223253969
4.0,0.7809374919000001,0.8149484057,4.0,0.8532371370333335,0.8551915426000001,4.0,nan,0.8149484057,4.0,0.8816150137000001,0.8551915426000001,6.0,0.8875766088,0.9099538883,6.0,0.9175970521666668,0.9223253969,6.0,1.0,0.9099538883,6.0,0.6513974358333333,0.9223253969
0.0,0.7754594888,0.7994997872,0.0,0.8884135880666667,0.9099078646000001,0.0,0.75,0.7994997872,0.0,nan,0.9099078646000001,0.0,0.9206174738,0.9099538883,0.0,0.9128387508000001,0.9140935511,0.0,nan,0.9099538883,0.0,nan,0.9140935511
0.3333333333333333,0.7443208885,0.7682521216,0.3333333333333333,0.9114556853666667,0.910044559,0.3333333333333333,nan,0.7682521216,0.3333333333333333,nan,0.910044559,14.0,0.8967830788000001,0.9099538883,14.0,0.9204530163333334,0.9283524425,14.0,1.0,0.9099538883,14.0,0.8348930221666667,0.9283524425
22.0,0.7668964887,0.8041946506000001,22.0,0.9156393227,0.9001570241,22.0,nan,0.8041946506000001,22.0,0.7603671885000001,0.9001570241,8.0,0.9006736817000001,0.9099538883,8.0,0.9312267561,0.9221735464,8.0,nan,0.9099538883,8.0,0.7185463541,0.9221735464
18.5,0.7877403618500001,0.8019217314,18.5,0.90087772025,0.9099078646000001,18.5,nan,0.8019217314,18.5,0.82851648595,0.9099078646000001,15.5,0.9094242317000001,0.8961088937,15.5,0.9149620294,0.9140935511,15.5,nan,0.8961088937,15.5,0.8548794687500001,0.9140935511
19.0,0.7966435058,0.7784516090000001,19.0,0.90390598045,0.9099078646000001,19.0,nan,0.7784516090000001,19.0,0.81947136335,0.9099078646000001,11.5,0.8750977627000001,0.9099538883,11.5,0.9143696058499999,0.9140935511,11.5,nan,0.9099538883,11.5,0.6812032732,0.9140935511
14.666666666666666,0.7853082723,0.8205614728,14.666666666666666,0.8921033737,0.9099078646000001,14.666666666666666,0.8277293768,0.8205614728,14.666666666666666,0.7965506945333334,0.9099078646000001,12.333333333333334,0.89956875405,0.9099538883,12.333333333333334,0.9165811392333333,0.9223501747,12.333333333333334,nan,0.9099538883,12.333333333333334,0.7453165985666667,0.9223501747
21.0,0.8292679485333334,0.8439665353,21.0,0.9092911326,0.9082307561,21.0,1.0,0.8439665353,21.0,0.8183528855000001,0.9082307561,21.0,0.9046501457333335,0.9159314582,21.0,0.9177396008,0.9168791339000001,21.0,0.5793801643000001,0.9159314582,21.0,0.7749871238,0.9168791339000001
22.5,0.8999148424000001,0.9183541179,22.5,0.9112257183500001,0.9177548419,22.5,0.8277293768,0.9183541179,22.5,0.8397888674,0.9177548419,21.5,0.9147056371000001,0.9171115011000001,21.5,0.9226363602500001,0.9189983660000001,21.5,0.7185463541,0.9171115011000001,21.5,0.8127738046,0.9189983660000001
14.666666666666666,0.8425397704,0.8745389882,14.666666666666666,0.8945433121,0.9099078646000001,14.666666666666666,0.8224908743,0.8745389882,14.666666666666666,0.7807057895999999,0.9099078646000001,10.0,0.9135104771,0.9175581121,10.0,0.9243285689,0.9234834902,10.0,0.8277293768,0.9175581121,10.0,0.7432268035999999,0.9234834902
14.5,0.7701142674,0.8059690966,14.5,0.9149371297500001,0.9056953052000001,14.5,1.0,0.8059690966,14.5,0.820857332,0.9056953052000001,9.0,0.9142167137,0.9099538883,9.0,0.92092175605,0.9160099948,9.0,0.8277293768,0.9099538883,9.0,0.8337697776,0.9160099948
18.0,0.79039293955,0.8106569655,18.0,0.9078580457333333,0.9170771161,18.0,1.0,0.8106569655,18.0,0.8234261022,0.9170771161,15.666666666666666,0.9037028195000001,0.9070644502,15.666666666666666,0.9189192667000001,0.9338980512,15.666666666666666,nan,0.9070644502,15.666666666666666,0.7646602127666666,0.9338980512
45.333333333333336,0.7786454016500001,0.7934435839,45.333333333333336,0.8727075298333334,0.9099078646000001,45.333333333333336,nan,0.7934435839,45.333333333333336,0.8774693812000001,0.9099078646000001,37.0,0.8701170193000001,0.8961088937,37.0,0.9209787192333333,0.9315612193,37.0,nan,0.8961088937,37.0,0.8309036103666667,0.9315612193
33.0,0.7739588389000001,0.8087603211000001,33.0,0.8662115184666668,0.9099078646000001,33.0,0.75,0.8087603211000001,33.0,0.7995225809333334,0.9099078646000001,37.0,0.8858877251,0.8708013099,37.0,0.9236926703666667,0.9303440244000001,37.0,nan,0.8708013099,37.0,0.8251201720333334,0.9303440244000001
2.0,0.7573086127,0.7915762850000001,2.0,0.8938614502000001,0.9099078646000001,2.0,nan,0.7915762850000001,2.0,0.5793801643000001,0.9099078646000001,2.6666666666666665,0.910042927,0.8708013099,2.6666666666666665,0.9082717984333333,0.9140935511,2.6666666666666665,nan,0.8708013099,2.6666666666666665,0.70355477055,0.9140935511
16.0,0.7788943043500001,0.7924525231,16.0,0.8985336138666667,0.9099078646000001,16.0,1.0,0.7924525231,16.0,0.8095012162,0.9099078646000001,9.333333333333334,0.91736936015,0.8961088937,9.333333333333334,0.9148981308666668,0.9181039011000001,9.333333333333334,0.5793801643000001,0.8961088937,9.333333333333334,0.8107449382666667,0.9181039011000001
27.666666666666668,0.7862331529000001,0.7869414758000001,27.666666666666668,0.8913875454333334,0.9099078646000001,27.666666666666668,nan,0.7869414758000001,27.666666666666668,0.8127196432333333,0.9099078646000001,21.666666666666668,0.9015543873,0.8857601306,21.666666666666668,0.9127603297666665,0.9198356956,21.666666666666668,nan,0.8857601306,21.666666666666668,0.8045164706,0.9198356956
27.666666666666668,0.8477004467,0.8921920804000001,27.666666666666668,0.8913875454333334,0.9099078646000001,27.666666666666668,nan,0.8921920804000001,27.666666666666668,0.8127196432333333,0.9099078646000001,19.666666666666668,0.8904434212000001,0.9089499883000001,19.666666666666668,0.9213741329666667,0.9140935511,19.666666666666668,nan,0.9089499883000001,19.666666666666668,0.8184858805333333,0.9140935511
27.0,0.80863026525,0.8015146068000001,27.0,0.9110213480666668,0.9144751142,27.0,1.0,0.8015146068000001,27.0,0.7709009642,0.9144751142,19.666666666666668,0.91370836995,0.9102844528,19.666666666666668,0.9150233043333333,0.9220072755000001,19.666666666666668,nan,0.9102844528,19.666666666666668,0.7995021757000002,0.9220072755000001
7.333333333333333,0.7913416396,0.8305521638000001,7.333333333333333,0.8449833281666668,0.9099078646000001,7.333333333333333,nan,0.8305521638000001,7.333333333333333,0.7635149602666668,0.9099078646000001,6.333333333333333,0.8696781797,0.8708013099,6.333333333333333,0.9174720506999999,0.9140935511,6.333333333333333,nan,0.8708013099,6.333333333333333,0.8272587938333333,0.9140935511
5.333333333333333,0.8343096802000001,0.8574106973000001,5.333333333333333,0.8486943340666667,0.9099078646000001,5.333333333333333,1.0,0.8574106973000001,5.333333333333333,0.7446650553,0.9099078646000001,5.333333333333333,0.9107899153000001,0.9001582614,5.333333333333333,0.9113551765333335,0.9241534326,5.333333333333333,0.8710490643000001,0.9001582614,5.333333333333333,0.6975367305666667,0.9241534326
5.0,0.7742315964,0.7924525231,5.0,0.8763928369,0.9099078646000001,5.0,0.8277293768,0.7924525231,5.0,0.6877917767333335,0.9099078646000001,5.666666666666667,0.8988159358000001,0.8961088937,5.666666666666667,0.9222217665,0.9140935511,5.666666666666667,nan,0.8961088937,5.666666666666667,0.6604170676333333,0.9140935511
