OHS-OR_SUB,OHS-XOR_SUB,OHS-PossOR_SUB,OHS-PossXOR_SUB
0.8851639646,0.8851639646,0.9072084778,0.9073335489000001
0.8978950572000001,0.8978950572000001,0.9093374502,0.9094169996
0.839867761,0.839867761,0.9069615662,0.9070096002
0.8713474209000001,0.8713474209000001,0.928691833,0.9287345286
0.89677003,0.89677003,0.9246247455000001,0.9246878731
0.8881922484,0.8881922484,0.919009858,0.9191339557
0.9047672699,0.9047672699,0.9347232358,0.9348380340000001
0.8587005592,0.8587096976,0.9114570929,0.9115087563000001
0.8994204793,0.8994204793,0.9025644489,0.90268139
0.8891141413,0.8891499317,0.8853477217,0.8854571921000001
0.8864091219,0.8864242583,0.9143262747,0.9143672681
0.8501506215,0.8501506215,0.9239632316,0.9241259922
0.8938220024,0.8938220024,0.9262411524,0.9263314707
0.8879745356000001,0.8879745356000001,0.9136562133,0.9137185421
0.8985564361,0.8985564361,0.9084615810000001,0.8952183647
0.8517149662,0.8517149662,0.9219767887,0.9220871905
0.9090000806,0.9090000806,0.912273749,0.9173519453000001
0.8988296597000001,0.8988296597000001,0.9032753884,0.9033925566000001
0.9082118143000001,0.9082343538000001,0.9319956278,0.9321521811000001
0.8749613766000001,0.8749613766000001,0.9244031501000001,0.9245029882
0.8695023107000001,0.8695023107000001,0.9253595088000001,0.9255178507
0.8577843201,0.8577843201,0.9175905398,0.9177126268
0.9068442424000001,0.9069303567,0.9147462419,0.91484219
0.8716500188,0.8716500188,0.9038020977000001,0.9038329569
0.8816051134,0.8816104758000001,0.9281246924000001,0.9282591659
0.9029327742000001,0.9029327742000001,0.9157058621,0.9158662676
0.8942057262,0.8942259398,0.9009085973000001,0.9009300713
0.8534034335,0.8534034335,0.9302318587,0.9302402523000001
0.8865632880000001,0.8865755903,0.9284947137,0.9286326421000001
0.8456749004,0.8456749004,0.9211553078,0.9212311772
0.8752409743,0.8752134107,0.9244703596,0.9244998904
0.8864184319666667,0.8864192929333333,0.9208444232666667,0.9209412728
0.8375987238666668,0.8375987238666668,0.9143107312666667,0.9143127536666666
0.8901883383666668,0.8901883383666668,0.9241289852333333,0.9242368020666666
0.8847251460000001,0.8848557905000001,0.9121839656,0.9123003877
0.8961917336,0.8963282032,0.9175764078,0.91767345365
0.8824729485,0.8826014319,0.9192500265000001,0.91929688965
0.8920034988333333,0.8921802738666668,0.9196390043,0.9197231803333334
0.9152155604000001,0.9271111516,0.9228123741,0.9190692817
0.8964776298500001,0.8966414942500001,0.9218707234500001,0.9220106086000001
0.8956306281333334,0.8985323415666667,0.9161760076666668,0.9162891550666666
0.88700372795,0.8871586695,0.9273735151,0.9148812539000001
0.8998323134333335,0.8999338983333334,0.9181943835333334,0.9196708084333333
0.9092608633666668,0.9095081899999999,0.9201579449666667,0.9204105305666667
0.8895054556,0.8898251428666667,0.9239862763666666,0.9242558424666667
0.8521168815666668,0.85220569,0.9144368768000001,0.9144633616666668
0.8675670866999999,0.8677250188,0.9143479461,0.9145077707666668
0.8900654393333335,0.8902754425666667,0.9234095743666667,0.9235696108333333
0.8900654393333335,0.8902754425666667,0.9258882532333335,0.9260335684000002
0.8811450993,0.8782547630666667,0.9233209725666667,0.9234773493
0.8520886583666667,0.8592068320666667,0.9256275459,0.9256824130666667
0.8522713709333334,0.8609302528333332,0.9181126650666668,0.9181807684333334
0.8680095549666667,0.8680430022,0.9112912440333334,0.9113154029666667
0.8795005664,0.8796371836666667,0.9185992945,0.9186734033
0.8687267005333333,0.8642263718000001,0.9173811997333333,0.9174692421666667
0.8914772261333334,0.8902749128333333,0.9135615162,0.9136803352333334
0.8749846744666666,0.8736413654,0.9158611717666667,0.9194748339666666
0.8670496192,0.8671466507666667,0.9163662557666669,0.9152078920666668
0.8532371370333335,0.8532820402333333,0.9175970521666668,0.9176459124999999
0.8884135880666667,0.8884135880666667,0.9128387508000001,0.9128387508000001
0.9114556853666667,0.9114646021,0.9204530163333334,0.9205282255666667
0.9156393227,0.9158888167,0.9312267561,0.9312310951
0.90087772025,0.9010374343,0.9149620294,0.91507413485
0.90390598045,0.90400564475,0.9143696058499999,0.91445212255
0.8921033737,0.8922354420333334,0.9165811392333333,0.9166557719999999
0.9092911326,0.9094371201,0.9177396008,0.9179021043000001
0.9112257183500001,0.9113243659000001,0.9226363602500001,0.9227760419500001
0.8945433121,0.8946817062333333,0.9243285689,0.9244115059333334
0.9149371297500001,0.9150522749500001,0.92092175605,0.9209894139
0.9078580457333333,0.9079460301333334,0.9189192667000001,0.9189828772
0.8727075298333334,0.8729018064000001,0.9209787192333333,0.9211388509333333
0.8662115184666668,0.8664029641666667,0.9236926703666667,0.9238441083333333
0.8938614502000001,0.8939184039666667,0.9082717984333333,0.9082828130666667
0.8985336138666667,0.8987114822333333,0.9148981308666668,0.9150104031
0.8913875454333334,0.8915914285333333,0.9127603297666665,0.912908034
0.8913875454333334,0.8915914285333333,0.9213741329666667,0.9214766313666667
0.9110213480666668,0.9111814559333334,0.9150233043333333,0.9151370519666667
0.8449833281666668,0.8451707827666667,0.9174720506999999,0.9175223737666668
0.8486943340666667,0.8413365165666667,0.9113551765333335,0.9114010342333333
0.8763928369,0.8783295336666667,0.9222217665,0.9222776383666668
0.9032285203666667,0.9032955240000001,0.9177715074666667,0.9142373831666667
0.8610980036666667,0.8581044468000001,0.9168525795333333,0.9169521222666667
0.9086103606333333,0.9087387563333333,0.9149050796,0.9173748611333333
0.8680150984666666,0.8651717212666666,0.9162608203000001,0.9163139178
0.9009762324333334,0.9010156281,0.9130994888666667,0.9131406639000001
0.8680693280666668,0.8681725722000001,0.9126731087333333,0.9126650168666668
0.8960752325,0.8960752325,0.901332524,0.9013418606666668
0.8942864191000001,0.8942864191000001,0.922063662,0.9220832438000001
0.8669018628,0.86688556605,0.9048831348,0.9048831348
0.8941820573,0.88899779125,0.9050400699500001,0.9050494082
0.8667323543,0.8633711566,0.9045469715,0.9045817984333334
0.8793169660000001,0.8793169660000001,0.9030815563000001,0.9030672376000001
0.8880235039,0.88807162375,0.9176006946499999,0.9176381258
0.8819567068333334,0.8820495417666668,0.9099065804666667,0.9098982048
0.8846012144500001,0.8846012144500001,0.9062229494,0.9063119006
0.8933971745333333,0.8934214394666666,0.9039052151666667,0.9039130988666667
0.8481564377666667,0.8481687489666667,0.9190249487666667,0.9190537334000001
0.8070859497333335,0.8071407746666667,0.9178073255333333,0.9178240520666666
0.8429294648000001,0.8429294648000001,0.8895108110000001,0.8895108110000001
0.8678063612,0.8678588096333333,0.9143147103333334,0.9143303693333333
0.877063433,0.8770803990333333,0.9157547161,0.9157802676000001
0.877063433,0.8770803990333333,0.9179665158333333,0.9179706818333333
0.8975622965333333,0.8975779901666666,0.9117477998333334,0.9117624999666667
0.7687571007333335,0.7687796954333335,0.9035185901666667,0.9035235689333333
0.7533943920666667,0.7534311269666668,0.8860583618333333,0.8860777916333333
0.7712696527666667,0.7712696527666667,0.8869623047666666,0.8869623047666666
0.8763488445333335,0.8763845799000002,0.8932709764333334,0.893285883
0.8128545210333332,0.8128505402333334,0.9013300388,0.9013408020666667
0.9030536016666667,0.9031038123333334,0.9046588975000001,0.9046511176333333
0.7926381278000001,0.7926748297666667,0.8993180078666666,0.8993180078666666
0.8177046020000001,0.8177565265666668,0.8970939062666666,0.8971224810000001
0.8045214792666666,0.8045214792666666,0.8908470660666667,0.8908470660666667
0.9108737135,0.9110166736,0.9243283718,0.9047168843000001
0.9116877349000001,0.91177834695,0.91790606345,0.91799515465
0.90462475065,0.9048212863,0.91659064425,0.91668951395
0.9060984394333333,0.9061742680666667,0.9108296461333335,0.9109315661666667
0.906535685,0.9067482098,0.9144018628,0.9144628619
0.9116004975,0.91171323335,0.9180286902000001,0.9181835967
0.9086264447,0.9087620736666667,0.9207700514333333,0.9208167603333334
0.91063459965,0.9107331510500001,0.9061860659000001,0.9062456588500001
0.9075244691333334,0.9076388051000001,0.9214079149666666,0.9215389179333333
0.8778389632,0.8780564934333334,0.9226959226333333,0.9240023413
0.8425189838333335,0.8393619944333334,0.9207200769333334,0.9208708879333334
0.8983540849333332,0.8984177661333334,0.9078220822,0.9078327608666666
0.9152474335333335,0.9153370558666668,0.9172854469666668,0.9173999558333334
0.9006127849666669,0.9007306521,0.9205927427000001,0.9206626663333334
0.9006127849666669,0.9007306521,0.9156864516000001,0.9157797636000001
0.9124952723666667,0.9126191339333335,0.9189065053333333,0.9190078426666667
0.8569941195333334,0.8571715016666666,0.9214217948666668,0.9214224290333334
0.8426627851666667,0.8465197705666667,0.9197028799666668,0.9197508679666667
0.8732959346000001,0.8734420535666666,0.9085680134,0.908644996
0.9058605225333333,0.9059037328333334,0.9222706573666667,0.9135822984333334
0.8570141481000001,0.8571826724000001,0.9115011437000001,0.9116341947333334
0.903265046,0.9033699556333333,0.9183844077666667,0.9184532966333334
0.8654763851666667,0.8656365909666667,0.9111127112333334,0.9111939090666668
0.8842932657999999,0.8843581543666668,0.9190174643,0.9190603357666666
0.8781410314999999,0.8748978703,0.9076879161000001,0.9077082966333334
0.8914375273000001,0.8916019068200001,0.9147549725999999,0.9148385082000001
0.9117055011666668,0.9117822079,0.9166154852666667,0.9167001437333333
0.9068759222,0.9070705696500001,0.92101040135,0.9211460409500001
0.8901311103199999,0.8902628308,0.9143828604600002,0.9145005316400001
0.9082977275199999,0.9077467299,0.92449043078,0.92080358482
0.9150671196600001,0.9151887572999999,0.92065193232,0.91768976018
