Nspikes,MSR-OR_CA1,Rmax_MSR-OR_CA1,Nspikes,MSR-OR_SUB,Rmax_MSR-OR_SUB,Nspikes,MSR-AND_CA1,Rmax_MSR-AND_CA1,Nspikes,MSR-AND_SUB,Rmax_MSR-AND_SUB,Poss_Nspikes,MSR-PossOR_CA1,Rmax_MSR-PossOR_CA1,Poss_Nspikes,MSR-PossOR_SUB,Rmax_MSR-PossOR_SUB,Poss_Nspikes,MSR-PossAND_CA1,Rmax_MSR-PossAND_CA1,Poss_Nspikes,MSR-PossAND_SUB,Rmax_MSR-PossAND_SUB
1.0,0.2957116512,0.296271285625,1.0,0.263496509,0.26605509439999997,1.0,0.0,0.296271285625,1.0,0.0,0.26605509439999997,6.0,0.24980030144999998,0.2576238581,6.0,0.249326873,0.2511750271,6.0,0.0,0.2576238581,6.0,0.2491668524,0.2511750271
0.0,0.2960551777,0.294340936825,0.0,0.2815436637,0.2870410334,0.0,0.0,0.294340936825,0.0,0.0,0.2870410334,22.0,0.25540152130000005,0.25992055885,22.0,0.2402526083,0.24502258925,22.0,0.0,0.25992055885,22.0,0.2908459973,0.24502258925
1.0,0.29275238525,0.29507193575,1.0,0.2722102779,0.27487897935,1.0,0.2896900821,0.29507193575,1.0,0.0,0.27487897935,26.0,0.25807092675,0.25991145162500007,26.0,0.24075750710000002,0.2444221996,26.0,0.0,0.25991145162500007,26.0,0.282993793,0.2444221996
0.0,0.29685714265,0.29610087762500004,0.0,0.2778572635,0.270945809,0.0,0.2896900821,0.29610087762500004,0.0,0.0,0.270945809,10.0,0.25820475805,0.260596326975,10.0,0.2411931763,0.24798938745000004,10.0,0.0,0.260596326975,10.0,0.2853403789,0.24798938745000004
1.0,0.2943174899,0.2956700427,1.0,0.2622343622,0.26603953405,1.0,0.0,0.2956700427,1.0,0.0,0.26603953405,6.0,0.2634634126,0.26829913235,6.0,0.24624936320000002,0.24979671155000002,6.0,0.0,0.26829913235,6.0,0.2710322155,0.24979671155000002
1.0,0.296274187,0.29694974275,1.0,0.2695925613333333,0.27204769990000005,1.0,0.0,0.29694974275,1.0,0.0,0.27204769990000005,27.666666666666668,0.26036391670000003,0.26290028325000003,27.666666666666668,0.23986418043333335,0.24548560266666666,27.666666666666668,0.0,0.26290028325000003,27.666666666666668,0.29045619613333334,0.24548560266666666
0.0,0.2889310552,0.29410794225000003,0.0,0.2770233864,0.27863723528333334,0.0,0.0,0.29410794225000003,0.0,0.0,0.27863723528333334,2.3333333333333335,0.250769248,0.2569002655,2.3333333333333335,0.24287425623333334,0.2541052806833333,2.3333333333333335,0.0,0.2569002655,2.3333333333333335,0.281990948,0.2541052806833333
0.0,0.2933364255,0.29584996055,0.0,0.2681876382333333,0.26960909609999995,0.0,0.0,0.29584996055,0.0,0.0,0.26960909609999995,34.666666666666664,0.2519598292,0.2507926397,34.666666666666664,0.2395393179666667,0.24589874763333333,34.666666666666664,0.0,0.2507926397,34.666666666666664,0.28358142503333333,0.24589874763333333
35.0,0.2942526757,0.29362936650000004,35.0,0.2716892385,0.2733485706,35.0,0.0,0.29362936650000004,35.0,0.29361191410000004,0.2733485706,31.0,0.2590219607,0.256900313,31.0,0.2394073065,0.24724902135,31.0,0.0,0.256900313,31.0,0.3021738946,0.24724902135
26.5,0.29615039930000003,0.29488197035,26.5,0.27176268020000005,0.27653252095,26.5,0.2896900821,0.29488197035,26.5,0.28517150430000004,0.27653252095,23.5,0.255691551,0.25290068825,23.5,0.24176392235,0.245145255025,23.5,0.0,0.25290068825,23.5,0.27594979665,0.245145255025
19.5,0.2938745463,0.29644842985000003,19.5,0.27021048895,0.27392053707499997,19.5,0.0,0.29644842985000003,19.5,0.26996025285,0.27392053707499997,20.0,0.250463096,0.25897890675,20.0,0.24128767245000002,0.246114900225,20.0,0.0,0.25897890675,20.0,0.26427803380000003,0.246114900225
27.333333333333332,0.2991551787,0.2948343357,27.333333333333332,0.2700395747666667,0.27548215054999997,27.333333333333332,0.0,0.2948343357,27.333333333333332,0.2830918078666667,0.27548215054999997,24.0,0.2564446413,0.265102347,24.0,0.24118351289999998,0.24523110574999998,24.0,0.0,0.265102347,24.0,0.2715130903666667,0.24523110574999998
77.0,0.29731831725,0.29580494037500005,77.0,0.26642248100000004,0.27112841099999996,77.0,0.0,0.29580494037500005,77.0,0.2787376313,0.27112841099999996,77.0,0.26261870295,0.27289327280000003,77.0,0.2387417118,0.24439822830000002,77.0,0.0,0.27289327280000003,77.0,0.2809032728,0.24439822830000002
43.0,0.2963506522,0.295297501225,43.0,0.2690983496,0.269547349175,43.0,0.0,0.295297501225,43.0,0.2906407419,0.269547349175,29.0,0.2554837403,0.2690337624,29.0,0.24073216760000002,0.244884199025,29.0,0.0,0.2690337624,29.0,0.280381671,0.244884199025
31.666666666666668,0.2971748752,0.296005583175,31.666666666666668,0.2696790814666667,0.27396980918333336,31.666666666666668,0.0,0.296005583175,31.666666666666668,0.27926155943333336,0.27396980918333336,36.0,0.25522578510000005,0.2646737314,36.0,0.24143970146666668,0.24613399618333331,36.0,0.0,0.2646737314,36.0,0.2753660025,0.24613399618333331
31.5,0.2968992611,0.294075234375,31.5,0.27140107715,0.2726227716,31.5,0.0,0.294075234375,31.5,0.2794984398,0.2726227716,28.0,0.26471052014999996,0.26697043215000005,28.0,0.24131455670000002,0.246003243225,28.0,0.0,0.26697043215000005,28.0,0.28586705685,0.246003243225
37.0,0.29615148150000004,0.2948062333,37.0,0.26752501740000006,0.27127213251666665,37.0,0.0,0.2948062333,37.0,0.28030969170000003,0.27127213251666665,41.0,0.25823099215,0.266961324925,41.0,0.24089452476666665,0.24568836786666667,41.0,0.0,0.266961324925,41.0,0.2830974553,0.24568836786666667
98.0,0.2974822799,0.295835175175,98.0,0.2691725067333333,0.2760142035666666,98.0,0.0,0.295835175175,98.0,0.27958261246666666,0.2760142035666666,92.66666666666667,0.25664026575,0.267646200275,92.66666666666667,0.23844024473333333,0.24263125846666667,92.66666666666667,0.0,0.267646200275,92.66666666666667,0.27244955913333335,0.24263125846666667
88.0,0.2966188361,0.2962109358,88.0,0.27127081503333333,0.28023585545,88.0,0.0,0.2962109358,88.0,0.2770570707,0.28023585545,76.66666666666667,0.25698287210000004,0.2614633058,76.66666666666667,0.23926311636666667,0.24345756815,76.66666666666667,0.0,0.2614633058,76.66666666666667,0.2757890683,0.24345756815
7.333333333333333,0.298295169,0.29803785800000004,7.333333333333333,0.2761349321666667,0.28416610953333327,7.333333333333333,0.0,0.29803785800000004,7.333333333333333,0.2801495093333334,0.28416610953333327,2.3333333333333335,0.26229867700000004,0.25974430275000004,2.3333333333333335,0.24320829263333332,0.25424753056666666,2.3333333333333335,0.0,0.25974430275000004,2.3333333333333335,0.2896900821,0.25424753056666666
27.666666666666668,0.29285728076666667,0.2960937482666667,27.666666666666668,0.2742619641333333,0.2758005603166667,27.666666666666668,0.0,0.2960937482666667,27.666666666666668,0.28758954023333333,0.2758005603166667,29.0,0.25182241486666673,0.25529437618333334,29.0,0.24084431466666667,0.24633600496666666,29.0,0.2896900821,0.25529437618333334,29.0,0.2819047112,0.24633600496666666
44.666666666666664,0.29485660543333336,0.2950431737666667,44.666666666666664,0.26755081183333335,0.27342733781666667,44.666666666666664,0.0,0.2950431737666667,44.666666666666664,0.2729779974666667,0.27342733781666667,44.0,0.2552475359,0.2607270836666667,44.0,0.24034511993333332,0.24453260983333333,44.0,0.0,0.2607270836666667,44.0,0.2748963770333333,0.24453260983333333
44.666666666666664,0.2935965012,0.29458942445,44.666666666666664,0.26755081183333335,0.27342733781666667,44.666666666666664,0.0,0.29458942445,44.666666666666664,0.2729779974666667,0.27342733781666667,47.0,0.2523258168,0.255632943325,47.0,0.24148767070000002,0.24522623123333334,47.0,0.0,0.255632943325,47.0,0.2767101503666667,0.24522623123333334
50.333333333333336,0.26607067370000004,0.27788411582500006,50.333333333333336,0.27014875256666665,0.27169925603333334,50.333333333333336,0.0,0.27788411582500006,50.333333333333336,0.2885756643,0.27169925603333334,47.666666666666664,0.2417681258,0.24974115135000002,47.666666666666664,0.23987675856666668,0.24406318401666668,47.666666666666664,0.28449756820000005,0.24974115135000002,47.666666666666664,0.28290266593333335,0.24406318401666668
16.666666666666668,0.2957240313,0.2966082607833333,16.666666666666668,0.28159103716666667,0.28417804598333335,16.666666666666668,0.0,0.2966082607833333,16.666666666666668,0.28207570350000005,0.28417804598333335,15.333333333333334,0.2525829088,0.2572531815166667,15.333333333333334,0.24081189233333333,0.24885008735,15.333333333333334,0.0,0.2572531815166667,15.333333333333334,0.2851932900333333,0.24885008735
9.666666666666666,0.29473110280000003,0.29465494005000004,9.666666666666666,0.28048937593333334,0.28371054189999995,9.666666666666666,0.0,0.29465494005000004,9.666666666666666,0.25319170900000004,0.28371054189999995,13.0,0.2536108378,0.2582068105,13.0,0.24073970513333334,0.24778283584999997,13.0,0.0,0.2582068105,13.0,0.2559141391,0.24778283584999997
4.666666666666667,0.29451917850000003,0.2969761186,4.666666666666667,0.2793026501,0.2860660633666667,4.666666666666667,0.0,0.2969761186,4.666666666666667,0.26581535176666665,0.2860660633666667,6.0,0.2522788773,0.24883102305000002,6.0,0.24200710763333336,0.24835849318333333,6.0,0.0,0.24883102305000002,6.0,0.26663443226666667,0.24835849318333333
17.666666666666668,0.2926237922,0.2946384949,17.666666666666668,0.27266128636666664,0.27062980104999995,17.666666666666668,0.0,0.2946384949,17.666666666666668,0.28352038676666663,0.27062980104999995,19.0,0.2517189097,0.25678555685000004,19.0,0.2416711144,0.24905754689999995,19.0,0.0,0.25678555685000004,19.0,0.2657769390666667,0.24905754689999995
29.0,0.29418464180000004,0.29667159095,29.0,0.2798105559333333,0.2811296919833333,29.0,0.0,0.29667159095,29.0,0.27344436883333334,0.2811296919833333,20.333333333333332,0.24812581150000002,0.2555115391,20.333333333333332,0.23959478473333337,0.24624613381666668,20.333333333333332,0.0,0.2555115391,20.333333333333332,0.29539247053333334,0.24624613381666668
22.666666666666668,0.2975416295,0.2976335204,22.666666666666668,0.2707119182666667,0.2679175470333333,22.666666666666668,0.0,0.2976335204,22.666666666666668,0.2919187087,0.2679175470333333,22.666666666666668,0.2556185325,0.26225336050000003,22.666666666666668,0.2413381569666667,0.2466164006,22.666666666666668,0.0,0.26225336050000003,22.666666666666668,0.2685970272666667,0.2466164006
12.666666666666666,0.2980381003,0.2974911639,12.666666666666666,0.2745900009666667,0.28588325218333327,12.666666666666666,0.0,0.2974911639,12.666666666666666,0.26077169753333335,0.28588325218333327,11.0,0.2494955593,0.2594268598,11.0,0.2446446449,0.2478949789,11.0,0.0,0.2594268598,11.0,0.28154644790000005,0.2478949789
15.333333333333334,0.2941224099,0.29635302145,15.333333333333334,0.2735160328666667,0.279739391,15.333333333333334,0.0,0.29635302145,15.333333333333334,0.27495558366666667,0.279739391,14.666666666666666,0.2483157285,0.25772792595000005,14.666666666666666,0.24150819283333333,0.24700230199999998,14.666666666666666,0.0,0.25772792595000005,14.666666666666666,0.2761045022,0.24700230199999998
4.0,0.2947222011,0.2969145321,4.0,0.2765529636,0.28705337055,4.0,0.0,0.2969145321,4.0,0.263376071,0.28705337055,6.0,0.2536355388,0.25738116510000003,6.0,0.2418427731666667,0.2526989134,6.0,0.0,0.25738116510000003,6.0,0.2957168161666667,0.2526989134
0.0,0.2940413609,0.2957248692,0.0,0.2714232899666667,0.27372832108333334,0.0,0.2264097656,0.2957248692,0.0,0.0,0.27372832108333334,0.0,0.2525433038,0.25401543690000006,0.0,0.24557703453333332,0.2559274321833333,0.0,0.0,0.25401543690000006,0.0,0.0,0.2559274321833333
1.0,0.29576955180000003,0.29635845385000004,1.0,0.2584732510666667,0.26470018190000005,1.0,0.0,0.29635845385000004,1.0,0.0,0.26470018190000005,14.0,0.2577802903,0.25565995015,14.0,0.24357443916666668,0.24772089913333337,14.0,0.0,0.25565995015,14.0,0.2756123445,0.24772089913333337
22.0,0.29708850540000004,0.2947590675,22.0,0.2587812283,0.2677907706,22.0,0.0,0.2947590675,22.0,0.2696173965,0.2677907706,8.0,0.2519533828,0.26150990620000003,8.0,0.2401846242,0.2490277137,8.0,0.0,0.26150990620000003,8.0,0.2363159636,0.2490277137
18.5,0.2961608739,0.29650244165,18.5,0.26264340115,0.27194804965,18.5,0.0,0.29650244165,18.5,0.28971812685,0.27194804965,15.5,0.25449476405000004,0.261323545175,15.5,0.24137720055,0.2469891361,15.5,0.0,0.261323545175,15.5,0.2879407502,0.2469891361
19.0,0.29613305570000004,0.29586988105,19.0,0.25877619105000005,0.269336065775,19.0,0.0,0.29586988105,19.0,0.2690997095,0.269336065775,11.5,0.2570299059,0.2569656263,11.5,0.2459158373,0.2479587813,11.5,0.0,0.2569656263,11.5,0.29121989915,0.2479587813
14.666666666666666,0.29362388285,0.293982968675,14.666666666666666,0.26418554376666664,0.27057323634999997,14.666666666666666,0.281990948,0.293982968675,14.666666666666666,0.27338798940000003,0.27057323634999997,12.333333333333334,0.254314535,0.25507326510000006,12.333333333333334,0.24446159739999998,0.24705325725000002,12.333333333333334,0.0,0.25507326510000006,12.333333333333334,0.29437519663333334,0.24705325725000002
21.0,0.2927968213666667,0.29205169858333335,21.0,0.2593641527,0.265570611,21.0,0.0,0.29205169858333335,21.0,0.3085953923,0.265570611,21.0,0.24836934683333334,0.25465836328333336,21.0,0.23915931040000002,0.24617692065000002,21.0,0.2896900821,0.25465836328333336,21.0,0.28853968210000003,0.24617692065000002
22.5,0.27520120670000003,0.28062507155000005,22.5,0.25949737375000004,0.26496287787500006,22.5,0.281990948,0.28062507155000005,22.5,0.2861361226,0.26496287787500006,21.5,0.24387905170000002,0.25035176405000004,21.5,0.24285736745,0.24672808010000002,21.5,0.2939580169,0.25035176405000004,21.5,0.28859383120000004,0.24672808010000002
14.666666666666666,0.2870568803,0.2877826961,14.666666666666666,0.2628331453666667,0.26906089498333335,14.666666666666666,0.2867106384,0.2877826961,14.666666666666666,0.27256957163333334,0.26906089498333335,10.0,0.24797748900000002,0.25077616855,10.0,0.24356846210000002,0.24795614768333332,10.0,0.2854777179,0.25077616855,10.0,0.2573872411333334,0.24795614768333332
14.5,0.295257624,0.29631366585,14.5,0.25893988560000003,0.26708955170000004,14.5,0.0,0.29631366585,14.5,0.28145752035000005,0.26708955170000004,9.0,0.2517282151,0.2565261896,9.0,0.24445791690000002,0.24794064375,9.0,0.2727530949,0.2565261896,9.0,0.24968271814999998,0.24794064375
18.0,0.2966483604,0.29565683117499997,18.0,0.26147911916666666,0.2663632183166667,18.0,0.0,0.29565683117499997,18.0,0.2748546058666667,0.2663632183166667,15.666666666666666,0.25306115785,0.260853090375,15.666666666666666,0.24365725693333337,0.24751051936666665,15.666666666666666,0.0,0.260853090375,15.666666666666666,0.27003019840000003,0.24751051936666665
45.333333333333336,0.2962489852,0.2956822699,45.333333333333336,0.27006223490000003,0.2711052893666667,45.333333333333336,0.0,0.2956822699,45.333333333333336,0.26542748813333333,0.2711052893666667,37.0,0.2562590055,0.262999294375,37.0,0.23981180893333334,0.24445340996666667,37.0,0.0,0.262999294375,37.0,0.2721286682333333,0.24445340996666667
33.0,0.2959533697,0.29726784395,33.0,0.27652971303333335,0.27532694125,33.0,0.3007048828,0.29726784395,33.0,0.28958921103333335,0.27532694125,37.0,0.2596503267,0.26823119095000003,37.0,0.2388128317,0.24527971964999998,37.0,0.0,0.26823119095000003,37.0,0.2671040105333333,0.24527971964999998
3.0,0.2946462879,0.2914961195,3.0,0.26762421566666666,0.2792571953333334,3.0,0.0,0.2914961195,3.0,0.2896900821,0.2792571953333334,4.0,0.2589520322,0.2650974194,4.0,0.24721347070000002,0.2560696820666667,4.0,0.0,0.2650974194,4.0,0.29220282655,0.2560696820666667
16.0,0.29186359785000004,0.29323661585,16.0,0.2630711868,0.27089164611666666,16.0,0.0,0.29323661585,16.0,0.2711562906333333,0.27089164611666666,9.333333333333334,0.2509186895,0.25772089005,9.333333333333334,0.2445128029,0.2481581564666667,9.333333333333334,0.2896900821,0.25772089005,9.333333333333334,0.2755867495666667,0.2481581564666667
27.666666666666668,0.2908379634,0.2925711118,27.666666666666668,0.2649468442,0.2685184236166667,27.666666666666668,0.0,0.2925711118,27.666666666666668,0.28302937143333334,0.2685184236166667,21.666666666666668,0.2489920696,0.25420893625,21.666666666666668,0.2426031054,0.24635476133333334,21.666666666666668,0.0,0.25420893625,21.666666666666668,0.27822249143333333,0.24635476133333334
27.666666666666668,0.2896940595,0.28573835615,27.666666666666668,0.2649468442,0.2685184236166667,27.666666666666668,0.0,0.28573835615,27.666666666666668,0.28302937143333334,0.2685184236166667,19.666666666666668,0.25616960650000004,0.25804394345000004,19.666666666666668,0.24113493340000003,0.24704838273333332,19.666666666666668,0.0,0.25804394345000004,19.666666666666668,0.28280974813333337,0.24704838273333332
27.0,0.2967553846,0.2945311773,27.0,0.2616155595333334,0.26679034183333333,27.0,0.0,0.2945311773,27.0,0.2880928675666667,0.26679034183333333,19.666666666666668,0.2476859529,0.2576633662,19.666666666666668,0.24229253770000003,0.2458853355166667,19.666666666666668,0.0,0.2576633662,19.666666666666668,0.2780613000666667,0.2458853355166667
7.333333333333333,0.2952469781,0.29575635580000004,7.333333333333333,0.2863156054,0.27926913178333335,7.333333333333333,0.0,0.29575635580000004,7.333333333333333,0.2684732961333333,0.27926913178333335,6.333333333333333,0.254850817,0.2590600004,6.333333333333333,0.2455681838,0.25067223885,6.333333333333333,0.0,0.2590600004,6.333333333333333,0.2768062349,0.25067223885
5.333333333333333,0.2883502295,0.288524882675,5.333333333333333,0.2862193702333333,0.27880162770000005,5.333333333333333,0.0,0.288524882675,5.333333333333333,0.2701542015,0.27880162770000005,5.333333333333333,0.24530892595,0.255435773425,5.333333333333333,0.24312888440000002,0.24960498735,5.333333333333333,0.2242010727,0.255435773425,5.333333333333333,0.2676771953666667,0.24960498735
5.0,0.2984510963,0.2970910658,5.0,0.2779566633333333,0.2811571491666667,5.0,0.281990948,0.2970910658,5.0,0.28233785136666667,0.2811571491666667,5.666666666666667,0.2592803638,0.256334814,5.666666666666667,0.24502615226666669,0.25018064468333334,5.666666666666667,0.0,0.256334814,5.666666666666667,0.28530442250000004,0.25018064468333334
6.0,0.29697836650000003,0.29660473515,6.0,0.26174191733333335,0.26572088685,6.0,0.0,0.29660473515,6.0,0.2706638536,0.26572088685,7.333333333333333,0.2538729987,0.25898897210000005,7.333333333333333,0.24391024916666668,0.25087969839999996,7.333333333333333,0.0,0.25898897210000005,7.333333333333333,0.2704838109,0.25087969839999996
10.666666666666666,0.2977687272,0.29560489175000004,10.666666666666666,0.2799509797,0.27622077778333337,10.666666666666666,0.0,0.29560489175000004,10.666666666666666,0.28042316273333334,0.27622077778333337,13.666666666666666,0.2523562212,0.25949439855,13.666666666666666,0.2446340066,0.24806828531666666,13.666666666666666,0.0,0.25949439855,13.666666666666666,0.27483774060000005,0.24806828531666666
10.333333333333334,0.297081702,0.29483461460000004,10.333333333333334,0.25799686670000005,0.26300863283333337,10.333333333333334,0.0,0.29483461460000004,10.333333333333334,0.29342600043333333,0.26300863283333337,8.333333333333334,0.2564100325,0.2594218131,8.333333333333334,0.24370273316666666,0.24843855210000002,8.333333333333334,0.0,0.2594218131,8.333333333333334,0.2627086762,0.24843855210000002
