MSR-OR_CA1,MSR-XOR_CA1,MSR-PossOR_CA1,MSR-PossXOR_CA1
0.29548404415,0.2954003809,0.2486314964,0.24856197605000002
0.2936809465,0.2936809465,0.25690053645,0.25690053645
0.26287416605,0.26287416605,0.24396688295000002,0.24391068910000002
0.29641199459999995,0.29641199459999995,0.25244861820000003,0.2532624993
0.2926682653,0.2926682653,0.25710223930000004,0.25710223930000004
0.2974607881,0.2974607881,0.2547024017,0.2547024017
0.28889027500000003,0.28889027500000003,0.2480551497,0.2480551497
0.29144797370000003,0.29144797370000003,0.24662264900000003,0.24817994310000002
0.2947955611,0.2947955611,0.25524692990000003,0.25524692990000003
0.294490126,0.2941431478,0.2576372226,0.2578435504
0.2953605187,0.2953605187,0.2605349154,0.2605349154
0.2957661775,0.2957661775,0.258913822,0.258913822
0.290482617,0.290482617,0.2545696764,0.2545696764
0.2942089397,0.2942089397,0.2586967408,0.25829744200000004
0.2903589217,0.2903589217,0.2519983666,0.251935678
0.28345911725,0.28345911725,0.2541847049,0.2541833009
0.2673332661,0.2673332661,0.25044325570000003,0.2507099279
0.2771088037,0.2771455677,0.24550837820000002,0.2455088924
0.2941715153,0.2941715153,0.2557163824,0.2557163824
0.2915795895,0.2919994167,0.251106765,0.251106765
0.2897521851,0.2890760774,0.2592032866,0.2592032866
0.2919512304,0.2920148743,0.25524435560000003,0.25524435560000003
0.289426167,0.289426167,0.2504953321,0.2504953321
0.2869857287,0.2869857287,0.2525474529,0.2520317529
0.2855021906,0.2855021906,0.24673178310000002,0.24673567870000002
0.28966999,0.29116072,0.2480442109,0.2476365413
0.2878409115,0.2877080771,0.2546159281,0.2546159281
0.2890266523,0.2890266523,0.257798386,0.2580849777
0.2837295071,0.2837295071,0.2528666846,0.2527515502
0.29318265400000004,0.2929643978,0.2547662121,0.2547662121
0.29098078320000004,0.29098078320000004,0.2564559877,0.2564559877
0.2941074931,0.2941074931,0.2557400421,0.2557400421
0.2919150941,0.2919150941,0.2531613347,0.2540994909
0.28916574100000003,0.28967612940000004,0.2474333846,0.2474333846
0.2843854514,0.28462591060000003,0.2512299965,0.2508579971
0.2904371355,0.2904371355,0.2552912142,0.2552912142
0.2916578503,0.2916578503,0.25052163780000003,0.25052163780000003
0.2692308811,0.2694099544,0.2405129148,0.2405788019
0.2820982033,0.282129518,0.24773289950000002,0.24822173520000002
0.2646057567,0.2651783453,0.2432552336,0.24318650090000002
0.26246576365,0.26246576365,0.2447032884,0.24505481020000003
0.29669901805,0.29667712970000004,0.2540099839,0.254016413
0.2929916529,0.2929916529,0.2573134785,0.2577788683
0.2945600467,0.2945600467,0.2505531609,0.2507030295
0.294036336,0.2929209585,0.2520074527,0.2517624002
0.2904620124,0.2908162722,0.24740879540000002,0.24740879540000002
0.2940921174,0.2940921174,0.25727747160000003,0.2574837587
0.29606174150000003,0.29606174150000003,0.2555581084,0.2555581084
0.2937118691,0.2937118691,0.25001119580000003,0.25001119580000003
0.2893182292,0.2893182292,0.2530044091,0.2534180878
0.28687741580000004,0.2877418505,0.24942550670000002,0.2497864536
0.2719859281,0.27177797600000003,0.2451578052,0.2450207747
0.2780619648,0.27781777950000003,0.2462600868,0.24624849210000002
0.2926045879,0.2924958338,0.2517359397,0.2517359397
0.26855740235000003,0.26855740235000003,0.24206406390000001,0.24187903885
0.2574866923,0.2574866923,0.2414949043,0.2405071564
0.2725182149,0.2725182149,0.2457383643,0.24591802470000002
0.2689404876,0.26880444870000003,0.2442140073,0.2439619049
0.2716615625,0.2712972085,0.2425503337,0.24261692680000002
0.2725040143,0.2723408288,0.2443336381,0.243939542
0.2685853633,0.26841959330000004,0.2465463579,0.2465463579
0.2696684596,0.2696594111,0.2437295672,0.2433571847
0.2740857545,0.2740520186,0.2457102677,0.2457951552
0.268631053,0.26892354830000004,0.2456027369,0.2464434198
0.2532701738,0.2533809553,0.2423139218,0.2422148419
0.2661987675,0.2667370073,0.2408525326,0.24068129400000002
0.2729468803,0.2729105223,0.24750179760000002,0.247306356
0.2952114504,0.2952114504,0.2567170585,0.2571752789
0.2952908501,0.2952908501,0.25084537300000004,0.2512983847
0.2929032747,0.2929032747,0.2525269489,0.2521367876
0.2975074652,0.2975074652,0.2481912268,0.2481912268
0.296141684,0.2961080934,0.2545407297,0.25544250020000003
0.2943932591,0.29417600790000004,0.247452784,0.2482416316
0.29586111460000003,0.2956986495,0.247716438,0.2486336697
0.2986166892,0.2986166892,0.2563006188,0.256423713
0.29746753200000003,0.29746753200000003,0.25646838110000003,0.25646838110000003
0.29753142450000003,0.29753142450000003,0.2498937232,0.2498937232
0.2945811065,0.2945964627,0.24989723015,0.24905528985000003
0.2920879175,0.2919345658,0.25312013755,0.25291982385
0.2803639565,0.2798320743,0.24548873170000002,0.24533653530000002
0.2854829579,0.2855643701,0.24574230430000002,0.2464255276
0.2959403628,0.2959403628,0.2459381836,0.24670431550000002
0.29735705500000004,0.29735705500000004,0.2652644151,0.2652644151
0.2986924548,0.2986924548,0.25780178330000003,0.25780178330000003
0.30010769870000004,0.30010769870000004,0.262114815,0.262114815
0.2994864828,0.2994864828,0.2602755311,0.2602755311
0.291512282,0.291512282,0.2524725264,0.2524725264
0.2917818809,0.2917818809,0.2503808655,0.2511134679
0.29169308800000004,0.29169308800000004,0.2549428318,0.2549428318
0.29843240660000003,0.29843240660000003,0.261268851,0.261268851
0.2985784848,0.2985784848,0.2582218797,0.2582540179
0.29405160550000004,0.29405160550000004,0.25031680840000003,0.25031680840000003
0.2983893291,0.2983893291,0.2583709809,0.2583709809
0.2970230685,0.2970230685,0.2568440878,0.2568440878
0.29922703840000003,0.29922703840000003,0.2593445098,0.2593445098
0.2986911768,0.2986911768,0.25666779230000003,0.25666779230000003
0.2948115617,0.2942082937,0.25243932950000003,0.25243346510000003
0.2885437005,0.2887752678,0.2498247227,0.24928154700000002
0.2984145427,0.2984145427,0.2566286611,0.2559688425
0.299888398,0.299888398,0.2603112627,0.2605015717
0.2726133461,0.2727730437,0.2427634367,0.2430696246
0.2869098792,0.2862274815,0.25071459900000004,0.2505268725
0.2692684077,0.2696212422,0.2425090188,0.24176395380000001
0.2948007608,0.2942569874,0.25351325680000003,0.2529688056
0.29569114890000003,0.2955030805,0.2525380893,0.2531134399
0.2937053256,0.2937053256,0.25097363570000003,0.2506821996
0.2966732015,0.2966732015,0.2572727897,0.2572727897
0.296290112,0.2962969942,0.2510417051,0.2510417051
0.29364896430000004,0.29364896430000004,0.2497823576,0.2497823576
0.2874962712,0.2876312695,0.2502205835,0.2502205835
0.27607999580000003,0.276135485,0.2454710081,0.2452240233
0.2811828436,0.2811796884,0.24659506490000002,0.24720529630000002
0.2945505681,0.2945505681,0.2589425803,0.2589425803
0.29226051940000003,0.29226051940000003,0.2467154768,0.24633390300000002
0.292454045,0.2913302729,0.2484349354,0.24822600120000002
0.2910941275,0.2906661098,0.24807605800000002,0.24773028200000002
0.2855185772,0.2851937107,0.2487414315,0.2486411896
0.29211173300000004,0.2916549665,0.2503480018,0.250343166
0.29267348260000003,0.2926443824,0.2515104064,0.2515104064
0.2914466048,0.2914466048,0.2518653207,0.2518653207
0.29144755180000004,0.29144755180000004,0.2513982634,0.2513982634
0.2911028758,0.2911028758,0.2467600469,0.2469410408
0.2861078282,0.2865454264,0.2521095042,0.2517856665
0.2901348151,0.29002270410000003,0.24798278840000001,0.2479232774
0.2913447964,0.2913711444,0.2514186692,0.2510369081
0.2920002669,0.2920002669,0.2513873265,0.25137573960000004
0.2865169607,0.28612259560000003,0.24664453,0.24664453
0.29210140830000003,0.29210140830000003,0.24961385930000002,0.24961385930000002
0.2919222883,0.29160992680000003,0.2509411433,0.2509227546
0.2936549959,0.2937529626,0.2513732792,0.251470501
0.2913856547,0.2913856547,0.2504694449,0.2506419415
0.2889571624,0.28898141980000003,0.2485465466,0.24883148
0.28745158930000003,0.2873380057,0.2498276093,0.2498202076
0.2935331372,0.2935331372,0.2553423879,0.2553423879
0.29240367840000003,0.2921018158,0.2512907408,0.2512907408
0.2690555431,0.2690867055,0.24039067050000001,0.2406419304
0.2842408242,0.2842771743,0.2473435988,0.2473143976
0.2659849298,0.2660889254,0.2402779358,0.24043167110000002
0.29461874390000004,0.29461874390000004,0.251984718,0.2521888641
0.29210574840000003,0.29186300800000003,0.2487386694,0.2482853055
0.2885664996,0.28866763430000003,0.2502591077,0.2499897767
0.29732200070000003,0.29732200070000003,0.2565986153,0.2565986153
0.2960328141,0.2960328141,0.2501676261,0.2501676261
0.29609116350000003,0.29609116350000003,0.2573316228,0.2573316228
0.2955026857,0.2950795578,0.2527173011,0.2527173011
0.2908100563,0.2904987415,0.24868256930000002,0.2487236013
0.2911793465,0.2912145767,0.24668927200000001,0.24522339780000002
0.2876121011,0.2873230136,0.2478107393,0.2469252951
0.29191225400000004,0.29185399630000003,0.2509968604,0.2509968604
0.2939856413,0.2943822334,0.24871412080000002,0.24871412080000002
0.289345055,0.2891530862,0.2513418026,0.2512851582
0.2959245989,0.295571,0.2490992507,0.2490992507
0.29681846240000004,0.29681846240000004,0.2537604899,0.2537604899
0.2973037251,0.2973037251,0.256020921,0.25575939070000003
0.2949515156,0.2949515156,0.2573270298,0.2573270298
0.29024515830000003,0.2902760118,0.2515283868,0.2515249592
0.2912502811,0.29112681360000003,0.24406780020000002,0.24406806400000003
0.2947252575,0.2947252575,0.25267200300000003,0.2528420971
0.2954096037,0.2954096037,0.2543245025,0.2542995087
0.2729186146,0.2728250015,0.23900864360000001,0.2396778715
0.2861198967,0.2856931135,0.2476125576,0.2478183125
0.2703326277,0.26997175300000004,0.2395532457,0.24032962330000002
0.29800981660000003,0.29800981660000003,0.2545811982,0.2545811982
0.29297612770000003,0.29297612770000003,0.250028594,0.250028594
0.297216244,0.297216244,0.2541663041,0.25402801950000004
0.2926164807,0.2926164807,0.2524974622,0.2522954638
0.2940410066,0.2940410066,0.25795813830000003,0.25795813830000003
0.2970180599,0.2970180599,0.2579486546,0.2579486546
0.29135017500000004,0.29135017500000004,0.2556247747,0.2558138961
0.29190426680000003,0.29190426680000003,0.25012930110000003,0.25012930110000003
0.283172625,0.2830078449,0.24503368820000002,0.24513730150000002
0.2960658919,0.2960496821,0.2483242709,0.2483242709
0.2954226995,0.2954226995,0.2564557752,0.255880306
0.2937895076,0.2937895076,0.2543370066,0.2543370066
0.2958831957,0.2958831957,0.2535558585,0.2535558585
0.2975733105,0.2975733105,0.2605244926,0.2605244926
0.29545376570000004,0.29545376570000004,0.25479158820000003,0.2545726293
0.2893603839,0.2893603839,0.2547907842,0.2551888122
0.2742258982,0.2740791341,0.2417261873,0.2416752485
0.2962819707,0.2962819707,0.2512868685,0.2510477888
0.2978395415,0.2978395415,0.2589921116,0.2589921116
0.2986371892,0.2986371892,0.2597562379,0.2597562379
0.2958231998,0.2958231998,0.2531862927,0.2531862927
0.2995062623,0.2995062623,0.2549805962,0.2543236108
0.29543646760000003,0.29543646760000003,0.2517236373,0.252343761
0.2982710483,0.2982710483,0.2614224731,0.2614224731
0.2921226044,0.2921226044,0.25547170820000004,0.2562431867
0.2959774499,0.2959774499,0.2583429255,0.2583429255
0.2985528825,0.2985528825,0.2592226119,0.2592226119
0.2917461207,0.2917831191,0.2475003627,0.2475003627
0.2910537493,0.2909463405,0.255513689,0.2555878037
0.2762646159,0.2762389787,0.24636626560000002,0.24636626560000002
0.2982494623,0.2982494623,0.25207275290000003,0.25207275290000003
0.2979714652,0.2979714652,0.25602178270000003,0.25602178270000003
0.29647471410000004,0.29647471410000004,0.2535881117,0.2535881117
0.2988991125,0.2988991125,0.2589885809,0.2589885809
0.2987758265,0.2987758265,0.2572732425,0.2572732425
0.2962720841,0.2960517268,0.26031284860000004,0.26031284860000004
0.2900885553,0.2900675073,0.2510810535,0.2505350223
0.2729267579,0.2729078665,0.2442285512,0.2438471644
0.2969840965,0.29706390380000003,0.2478033883,0.2478033883
0.2974929999,0.2974929999,0.2577173305,0.2577173305
0.2988328044,0.2988328044,0.2653056806,0.2653056806
0.29553165340000004,0.29553165340000004,0.25789389900000004,0.25789389900000004
0.2988671627,0.2988671627,0.2504982946,0.24933547080000001
0.295668096,0.2957089428,0.2518047594,0.2518047594
0.2906686763,0.2908096744,0.2478037197,0.24810476480000002
0.2953915855,0.2954652177,0.24877766540000001,0.24938506070000002
0.2951835691,0.2951835691,0.2525371414,0.2521657184
0.2895591866,0.2895591866,0.2512195688,0.2512162368
0.2873244373,0.2873244373,0.25037236,0.2508242108
0.2779153994,0.277369798,0.2468903439,0.2461383685
0.29381986050000003,0.29381986050000003,0.25453081780000003,0.2542538601
0.2945479927,0.29492307630000003,0.25272118800000004,0.25251338160000003
0.2937476272,0.2933673295,0.24913239110000002,0.24913239110000002
0.29527132770000003,0.29542974510000003,0.2511127456,0.2511127456
0.29556578310000003,0.29556578310000003,0.2493606523,0.2493606523
0.2951701673,0.2950343526,0.2492307632,0.248985578
0.2923769066,0.2921905663,0.25052698160000003,0.2504682992
0.2748149086,0.2748603195,0.2426452402,0.2432003703
0.2958097931,0.2962388997,0.2477693098,0.2475529122
0.2967402973,0.2965359882,0.2415126847,0.2415126847
0.29643899890000003,0.29643899890000003,0.2507297738,0.2511821224
0.2945604504,0.2945018029,0.2534079771,0.2534079771
0.2936001697,0.2936001697,0.2498956327,0.2498956327
0.2950625725,0.2950625725,0.25669827165000003,0.25669827165000003
0.29402323185,0.29402323185,0.2594973393,0.25941264945
0.2924477162,0.2924477162,0.2576773517,0.2576773517
0.2728548206,0.2728548206,0.2451894148,0.24529502355000002
0.29464729425,0.29464729425,0.25204029075,0.25204029075
0.29624951385,0.2962672541,0.25326594410000003,0.2525952878
0.27076588155000003,0.27064513165000004,0.2444402293,0.2447324459
0.29417417035000004,0.29417417035000004,0.25955899905,0.25955899905
0.29791845245000004,0.2982046164,0.25449840005,0.25449840005
0.2970914376,0.2970914376,0.25603480775,0.25599732315
0.2971007612,0.2971007612,0.25614811935000004,0.2562112736
0.29347927220000003,0.29347927220000003,0.26340932260000005,0.26340932260000005
0.2762850047,0.2762850047,0.25306351299999996,0.2528892693
0.29571412280000003,0.29571412280000003,0.25244517380000003,0.2527173391
0.2956265208,0.2956265208,0.255226196,0.255226196
0.2959451886,0.2959451886,0.2646072722,0.2646072722
0.2950435207,0.2950435207,0.25465702865,0.2545125064
0.2979996071,0.2979996071,0.260704926,0.260704926
0.29449518575,0.29449518575,0.25391416060000005,0.25355984535
0.2930370002,0.2930370002,0.2561268496,0.2561268496
0.27374068745,0.27374068745,0.24398734300000002,0.24402302455000002
0.29299899645000005,0.29299899645000005,0.253686016,0.253686016
0.28132225094999996,0.28132225094999996,0.24877404855000002,0.24910368095000002
0.29399749540000003,0.29399749540000003,0.2516216605,0.25127761590000003
0.2956209576,0.2956209576,0.2544774507,0.2547229568
0.2977091669,0.2972622787,0.253949913,0.253964397
0.294593355425,0.29463028577500006,0.25132739465000004,0.25133360825
0.2977849269,0.29819637514999997,0.25360111635,0.25379912465
0.27349440905,0.27316971395,0.2403002528,0.2405146937
0.29600866205,0.2952320207,0.2592765703,0.2596327565
0.29718944665,0.29703273235,0.25246783735,0.25217227745000004
0.2964844782,0.2964844782,0.25365098685,0.25387740485
0.2928887847,0.2928887847,0.25237841455,0.25237841455
0.2929180421,0.2929180421,0.25555593705,0.25555593705
0.27217619355,0.27217619355,0.24497744245000003,0.24537919860000001
0.29369367599999996,0.2937446242,0.25596841915,0.25550098415
0.29592292470000003,0.2958767447,0.25471511615000003,0.25382085275
0.27153016865,0.2712587869,0.24435085680000002,0.24446199400000002
0.2966315962,0.29702062445,0.26381536885,0.26381536885
0.2968645646,0.29703330575000003,0.256603599,0.256603599
0.29619239605000003,0.29619239605000003,0.252633253,0.25276867105
0.27049092384999995,0.27049092384999995,0.2437405732,0.24367601565000002
0.29398970765,0.29398970765,0.25118028245,0.25118028245
0.296863824,0.29683393745000003,0.2579232748,0.25768054290000003
0.27041732195,0.27036161965000005,0.24273741785000003,0.24281315790000002
0.2946197263,0.29439129335,0.2664207407,0.2664207407
0.29761488965000005,0.29761488965000005,0.2583539264,0.2589856211
0.29656049485,0.29654272670000004,0.25377002615,0.2537891635
0.2739637706,0.27428109720000005,0.24231544155,0.24269560855
0.2698773071,0.2700577284,0.24481003610000002,0.2446328894
0.26503596100000004,0.2649905349,0.23856831195,0.238703922
0.26809667319999997,0.2681075833,0.24093295790000002,0.24106910075
0.27181203215,0.2717280074,0.2429290426,0.24314003820000002
0.2742680798,0.2741114295,0.2443163344,0.24439135439999998
0.2650070105,0.2650070105,0.25093708755,0.25072225595000003
0.2975018433,0.2975018433,0.2576498852,0.2576498852
0.2943153371,0.2943153371,0.2602238847,0.2602238847
0.2891786132,0.2891786132,0.2544690397,0.2544690397
0.29556454745000005,0.29556454745000005,0.25606820335,0.25606820335
0.29452932825,0.29452932825,0.2581002374,0.2581002374
0.2824659081,0.2824659081,0.2471972477,0.2471972477
0.2754827534,0.2754827534,0.2495523084,0.2500676812
0.26550101200000004,0.26550101200000004,0.25081156320000003,0.25081156320000003
0.28807153135,0.28793920445,0.24897788955000003,0.24910774245
0.27494210275000003,0.27500620145,0.24769712415,0.2472056772
0.295872105,0.295872105,0.2517093492,0.2517093492
0.2993716162,0.2993716162,0.2573205945,0.2573205945
0.29568903490000004,0.29568903490000004,0.2590549008,0.2590549008
0.2939599256,0.2939599256,0.2568264494,0.2568264494
0.2978518765,0.2978518765,0.2517326877,0.2517326877
0.2972403688,0.2972403688,0.25989224180000003,0.25989224180000003
0.2977640568,0.2977640568,0.2536707565,0.2536707565
0.29404413420000003,0.29404413420000003,0.25514821400000004,0.25514821400000004
0.2952023043,0.2952023043,0.2562826729,0.2562826729
0.2980383983,0.2980383983,0.25562681870000004,0.25562681870000004
0.2928124959,0.2928124959,0.2560032242,0.2560032242
0.29266768530000004,0.29266768530000004,0.2553894933,0.2553894933
0.2966650014,0.2966650014,0.2522532952,0.2522532952
0.29522389400000004,0.29522389400000004,0.2588336244,0.2588336244
0.290407758,0.290407758,0.2547480132,0.2547480132
0.2842198673,0.2842198673,0.24710822370000002,0.24710822370000002
0.2683913801,0.2683913801,0.24472771100000001,0.24501121850000002
0.2827149208,0.2827149208,0.2443983331,0.24420789480000002
0.29320269860000003,0.29320269860000003,0.252076377,0.2519432055
0.29116101920000004,0.2912840241,0.2538054075,0.2540768804
0.2933637915,0.2933637915,0.2599558957,0.2595162118
0.2947886564,0.2947886564,0.2559755151,0.2559755151
0.291366954,0.291366954,0.2478115864,0.24780611900000002
0.28754603230000003,0.28754603230000003,0.24670346680000002,0.2461136843
0.2764553867,0.2764553867,0.2437686091,0.2429930683
0.2795208663,0.2795208663,0.2438485434,0.2430775253
0.2915610119,0.2916193096,0.2531798544,0.2535343161
0.2957017004,0.2957017004,0.2601584629,0.2601584629
0.293862353,0.293862353,0.2570767116,0.2570767116
0.2884419293,0.2884419293,0.2496809043,0.2496651404
0.2879708803,0.2879708803,0.2500445273,0.25048030720000003
0.2677451302,0.2677451302,0.2453647415,0.2452555543
0.2836307943,0.2836307943,0.24468562970000002,0.2447418308
0.295202515,0.295202515,0.25133954340000003,0.25133954340000003
0.2965050423,0.2964976956,0.266551156,0.266551156
0.2903480202,0.2903216742,0.2600323142,0.2600323142
0.2912415161,0.2912415161,0.252039285,0.252039285
0.2655105709,0.2655105709,0.24622853520000001,0.2461692336
0.2786009647,0.2786009647,0.2438070937,0.2438070937
0.2946169562,0.2946169562,0.2537105196,0.2537105196
0.29300826150000003,0.29300826150000003,0.24924187150000002,0.24929566320000002
0.2895969622,0.2895969622,0.24943672895000002,0.249425593
0.2936977623,0.2936977623,0.25910999990000005,0.25910999990000005
0.29634823635,0.29634823635,0.2645691872,0.2645691872
0.2965979372,0.2965979372,0.25487872640000003,0.25487872640000003
0.2962375794,0.2962375794,0.2572091318,0.2572091318
0.29162086745000004,0.29162086745000004,0.25191112715,0.2517270642
0.2894651934,0.2894651934,0.2499656656,0.2505292762
