OHS_CA1,PInfo_CA1,OHS_SUB,PInfo_SUB,OHS_posCA1,PInfo_posCA1,OHS_posSUB,PInfo_posSUB
0.7926165187,2.5372341147000004,0.8256770323,0.6646039371,0.7926165187,0.48250099345,0.8256770323,0.6543266
0.79343349745,1.98633518925,0.8683912635000001,0.4696772362,0.79343349745,0.50696440345,0.8683912635000001,0.6262264309000001
0.75111520145,3.1509642236,0.8674056553,0.5454536447,0.75111520145,0.4019870158,0.8674056553,0.7700009133
0.8196341523,1.7229768999,0.8521043315,0.3733407327,0.8196341523,0.49148829460000004,0.8521043315,0.6404248058
0.8201403361,3.01656100595,0.8681657346,0.3898254472,0.8201403361,0.2038105494,0.8681657346,0.7535739693000001
0.77465007268,2.61219192678,0.8936629299000001,0.3301115881,0.77465007268,0.5122395401200001,0.8936629299000001,0.7040707947
0.75634294965,2.89248723545,0.7806184289,0.7911091010000001,0.75634294965,0.38073195495,0.7806184289,0.7043123071
0.78915504215,2.01437081615,0.8460710638000001,0.4517220817,0.78915504215,0.46521869930000004,0.8460710638000001,1.0041369215
0.7861794835000001,1.79883899315,0.8379074251,0.4627192591,0.7861794835000001,0.6987976519500001,0.8379074251,0.9898061586
0.7801160790333334,2.3053412674000002,0.8944624103000001,0.3894146321,0.7801160790333334,0.4295762709,0.8944624103000001,0.6955549161
0.7646415591,1.9669564555,0.8772759226,0.38679352510000004,0.7646415591,0.46542892395,0.8772759226,0.5011908441
0.90154444055,0.27544393345,0.8478974856,0.4665280939666667,0.90154444055,1.3342643034000001,0.8478974856,1.3063852457333334
0.7913433037333334,2.4032309986333336,0.8996098207666666,0.3529350699,0.7913433037333334,0.5266555148666666,0.8996098207666666,0.9694006280999999
0.7941439228,2.9678660932,0.8173441175000001,2.6842563222333333,0.7941439228,0.5881430745,0.8173441175000001,0.3238167641333333
0.7650805123000001,1.7390893525000002,0.8990814075333334,0.34852582793333337,0.7650805123000001,0.5042214864,0.8990814075333334,0.9454013759333334
0.8397259754,1.3026412212,0.8974462569,0.35472055282000003,0.8397259754,0.62284882,0.8974462569,0.89797312518
0.7961423421,1.3432928364,0.8640682425000001,0.38530689035,0.7961423421,0.5589744138,0.8640682425000001,1.23759217675
0.8348142038,1.7763469215,0.8795911941000001,0.3427780961,0.8348142038,0.4167151189,0.8795911941000001,1.3845518651
0.7817854211,2.449155013,0.8965066211,0.37418476100000003,0.7817854211,0.32949910790000003,0.8965066211,0.9065597113
0.8216670422,1.2654885793,0.8581039740882354,0.4524940504294118,0.8216670422,0.6061230501,0.8581039740882354,1.025122798364706
0.75573774775,4.64833931165,0.8623919694666667,0.36510713950000007,0.75573774775,0.3854717348,0.8623919694666667,0.9810343507333333
0.80978635,5.74452250985,0.9129138547,0.2893237272,0.80978635,0.3307096793,0.9129138547,1.7245016688500001
0.776439345325,2.6433055115250004,0.89219970764,0.37778342732000003,0.776439345325,0.557105159425,0.89219970764,0.89024120916
0.77916292385,3.6687483991,0.8733351576272728,0.42200759353636363,0.77916292385,0.43312919695,0.8733351576272728,0.9315244990727273
0.8036069654,4.9868687954999995,0.84970570725,0.7440368795,0.8036069654,0.30755752575,0.84970570725,1.11139333185
0.86508883105,0.3309864292,0.8502467865333333,0.4927689283,0.86508883105,1.2631678705,0.8502467865333333,1.0467852539666667
0.7671495639500001,2.8003148657,0.8595305403000001,0.47536635745,0.7671495639500001,0.32278602365000003,0.8595305403000001,1.004651203225
0.90000704555,0.4571070263,0.845751358838889,0.5301472853833334,0.90000704555,0.7346754364500001,0.845751358838889,0.9771798908888889
0.8074765469,3.1657624191,0.88798723556,0.30936335592,0.8074765469,0.5363772207,0.88798723556,0.9778584697400001
0.7590043296000001,2.5442730584,0.8885877849083333,0.34271839395000003,0.7590043296000001,0.37160263060000004,0.8885877849083333,0.9616222392999999
0.8186625774,2.8497856896,0.8880826062,0.32611826610000005,0.8186625774,0.3538867109,0.8880826062,1.204936273625
0.7400663625,2.1840561059,0.9082307561,0.2739101369,0.7400663625,0.4348328537,0.9082307561,1.2210201749
0.7476420637000001,3.9273339087,0.8862206263047618,0.36697071437619044,0.7476420637000001,0.4403929736,0.8862206263047618,0.9640322815619048
0.8438648240000001,1.7563874392,0.8607454312,0.36048418200000004,0.8438648240000001,0.6017175130000001,0.8607454312,1.2576557741
0.8149484057,2.0789817742,0.8822863238090908,0.47770000298181825,0.8149484057,0.4592746419,0.8822863238090908,0.872254358
0.7994997872,1.3479209027999999,0.8670483943666666,0.44377210056666666,0.7994997872,0.5034559501,0.8670483943666666,1.0401810209666666
0.7682521216,2.3117214516,0.887897885295238,0.40269759421904766,0.7682521216,0.463473055,0.887897885295238,0.7598004702238097
